Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
111,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,28-159,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
112,Carney Chukwuemeka\Carney-Chukwuemeka,eng ENG,MF,Aston Villa,17-060,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
113,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-163,1989,16,1385,87,57.0,15.4,0.97,90,0.91,0.06,37,0.19,0.81,0.84,1.62,-0.78,-0.78,-0.35,0.82,1.39,-0.58,-0.58,-0.24,Matches
114,Leighton Clarkson\Leighton-Clarkson,eng ENG,MF,Liverpool,19-140,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
115,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-337,1991,13,1145,88,45.4,12.7,1.02,88,0.87,0.00,,0.47,1.31,1.26,1.73,-0.47,-0.47,+0.25,0.99,1.45,-0.46,-0.46,+0.48,Matches
116,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-011,1993,27,2403,89,95.4,26.7,1.01,89,0.97,0.00,,0.00,1.26,1.01,1.35,-0.34,-0.34,-0.34,0.99,1.17,-0.18,-0.18,-1.12,Matches
117,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-148,1988,15,885,59,37.8,9.8,1.02,77,0.71,0.51,23,0.20,1.73,1.73,1.53,0.20,+0.20,-0.04,1.36,1.31,0.05,+0.05,+0.26,Matches
118,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-039,2000,15,722,48,29.7,8.0,1.13,68,0.13,0.75,19,0.88,1.00,1.50,1.88,-0.38,-0.37,-0.11,1.55,0.89,0.66,+0.66,+0.35,Matches
119,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-190,1991,20,1781,89,76.1,19.8,1.01,89,0.96,0.00,,0.00,1.30,1.52,1.82,-0.30,-0.30,-1.11,1.51,1.64,-0.13,-0.13,-0.08,Matches
120,Theo Corbeanu\Theo-Corbeanu,ro ROU,FW,Wolves,18-295,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
121,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-256,1989,9,735,82,29.2,8.2,0.98,86,0.73,0.12,45,0.37,1.11,1.10,1.46,-0.37,-0.37,+0.29,0.95,1.27,-0.32,-0.32,+0.34,Matches
122,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-055,1994,17,857,50,36.6,9.5,0.95,76,0.42,0.84,22,0.84,1.29,2.00,2.00,0.00,0.00,+0.06,1.57,1.67,-0.11,-0.11,+0.01,Matches
123,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-198,1992,22,1974,90,84.4,21.9,1.00,90,0.96,0.00,,0.05,1.86,1.60,1.23,0.37,+0.36,+0.12,1.37,1.15,0.21,+0.21,-0.16,Matches
124,Conor Coventry\Conor-Coventry,ie IRL,MF,West Ham,20-348,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
125,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-083,1989,26,2340,90,100.0,26.0,1.00,90,1.00,0.00,,0.00,1.73,1.54,1.19,0.35,+0.35,,1.37,1.12,0.24,+0.24,,Matches
126,Charlie Cresswell\Charlie-Cresswell,eng ENG,DF,Leeds United,18-091,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
127,Luke Cundle\Luke-Cundle,eng ENG,MF,Wolves,18-316,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
128,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-064,1998,2,25,13,1.0,0.3,0.00,,0.00,6.67,13,3.33,0.00,0.00,0.00,0.00,0.00,+0.32,1.67,0.00,1.67,+1.91,+2.05,Matches
129,Vontae Daley Campbell\Vontae-Daley-Campbell,eng ENG,DF,Leicester City,19-340,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
130,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-323,1991,26,2330,90,99.6,25.9,1.00,90,0.97,0.00,,0.00,1.35,1.66,1.66,0.00,0.00,+9.00,1.54,1.62,-0.08,-0.08,+7.72,Matches
131,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-022,1987,12,1080,90,42.9,12.0,1.00,90,1.00,0.00,,0.83,1.33,0.92,1.42,-0.50,-0.50,+0.19,1.00,1.44,-0.44,-0.44,+0.48,Matches
132,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-151,1990,25,2250,90,92.6,25.0,1.00,90,1.00,0.00,,0.08,1.00,1.04,1.72,-0.68,-0.68,-0.68,0.94,1.44,-0.50,-0.50,-0.42,Matches
133,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-318,1993,19,1312,69,54.0,14.6,0.96,90,0.96,0.34,10,0.55,1.63,1.37,1.10,0.27,+0.27,-0.85,1.21,1.32,-0.10,-0.10,-0.66,Matches
134,Ben Davies\Ben-Davies,eng ENG,DF,Liverpool,25-209,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
135,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-251,1998,16,869,54,37.1,9.7,1.13,77,0.52,0.52,5,0.72,2.00,1.34,1.24,0.10,+0.10,-0.20,0.90,1.53,-0.62,-0.62,-0.81,Matches
136,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,23-023,1998,7,76,11,3.2,0.8,0.00,,0.00,8.75,11,18.8,0.86,1.25,0.00,1.25,+1.18,+0.79,2.00,0.25,1.75,+1.60,+1.44,Matches
137,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-055,2000,2,33,17,1.4,0.4,0.00,,0.00,5.00,17,42.5,0.50,2.50,0.00,2.50,+2.73,+2.81,2.25,4.00,-1.75,-1.96,-1.87,Matches
138,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-306,1990,11,990,90,42.3,11.0,1.00,90,1.00,0.00,,0.36,2.09,1.55,0.91,0.64,+0.64,+0.50,1.46,0.77,0.68,+0.68,+0.77,Matches
139,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-253,1991,22,1749,80,69.4,19.4,1.03,86,0.82,0.10,17,0.00,2.14,1.70,0.77,0.93,+0.93,-1.29,1.80,0.84,0.96,+0.96,-0.53,Matches
140,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-028,2003,1,40,40,1.6,0.4,0.00,,0.00,2.50,40,12.5,0.00,2.50,10.0,-7.50,-6.75,-8.20,1.25,4.50,-3.25,-2.89,-4.08,Matches
141,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-107,1989,5,214,43,9.1,2.4,0.83,59,0.42,1.25,32,1.67,0.80,0.83,2.08,-1.25,-1.26,-1.64,1.13,1.79,-0.67,-0.68,-0.62,Matches
142,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-327,1995,23,1864,81,74.0,20.7,1.01,87,0.92,0.10,15,0.05,1.43,0.87,1.01,-0.14,-0.14,+0.68,1.05,1.09,-0.04,-0.04,+0.34,Matches
143,Alfie Devine\Alfie-Devine,eng ENG,MF,Tottenham,16-219,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
144,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-131,1991,8,637,80,25.3,7.1,0.99,85,0.56,0.14,45,0.00,0.88,0.70,0.85,-0.14,-0.14,+1.53,1.00,1.07,-0.07,-0.07,+1.18,Matches
145,Amad Diallo\Amad-Diallo,ci CIV,FW,Manchester Utd,18-240,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
146,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-000,1999,12,532,44,21.9,5.9,1.02,84,0.68,1.02,5,0.85,1.50,0.85,1.36,-0.51,-0.51,-0.13,0.92,1.34,-0.41,-0.41,-0.14,Matches
147,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-323,1998,16,1088,68,43.2,12.1,1.16,75,0.50,0.17,22,0.25,0.50,0.66,2.31,-1.65,-1.65,-0.65,0.52,1.74,-1.21,-1.21,-0.46,Matches
148,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-084,1996,21,1618,77,69.1,18.0,1.00,86,0.72,0.17,21,0.00,1.33,1.56,1.56,0.00,0.00,+0.12,1.51,1.63,-0.12,-0.12,-0.01,Matches
149,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-298,1997,25,2229,89,88.5,24.8,1.01,89,0.97,0.00,,0.04,2.36,1.94,0.52,1.41,+1.41,+0.79,1.89,0.70,1.19,+1.19,+0.57,Matches
150,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-052,1994,21,1890,90,77.8,21.0,1.00,90,1.00,0.00,,0.24,1.52,1.52,1.10,0.43,+0.43,-1.07,1.30,1.22,0.09,+0.08,-0.52,Matches
151,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-231,1993,18,1601,89,68.4,17.8,1.01,89,0.96,0.00,,0.00,1.83,1.74,1.52,0.22,+0.22,-0.02,1.29,1.29,0.01,+0.01,+0.38,Matches
152,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-243,1991,5,370,74,14.7,4.1,1.22,74,0.98,0.00,,0.00,2.00,2.93,2.68,0.24,+0.24,-0.18,2.71,1.63,1.07,+1.07,+0.59,Matches
153,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-058,1997,7,568,81,24.3,6.3,0.95,90,0.95,0.16,28,2.54,1.43,1.43,1.27,0.16,+0.16,-0.25,1.33,1.14,0.19,+0.19,-0.07,Matches
154,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-266,1998,20,1038,52,42.7,11.5,1.13,70,0.26,0.61,18,0.26,1.15,0.96,1.74,-0.78,-0.78,-0.65,0.97,1.35,-0.37,-0.37,-0.13,Matches
155,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-051,1992,14,1052,75,43.3,11.7,0.94,89,0.77,0.26,26,0.68,2.07,1.79,0.94,0.85,+0.86,+0.33,1.54,0.94,0.60,+0.60,+0.71,Matches
156,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-079,1997,15,1276,85,52.5,14.2,0.99,88,0.92,0.07,45,0.49,1.13,0.99,1.20,-0.21,-0.21,-0.99,1.17,1.11,0.06,+0.06,-0.31,Matches
157,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-066,1993,25,2131,85,91.1,23.7,1.05,85,0.80,0.00,,0.00,1.80,1.43,1.35,0.08,+0.08,-1.64,1.22,1.35,-0.14,-0.14,-0.29,Matches
158,Thomas Doyle\Thomas-Doyle,eng ENG,MF,Manchester City,19-142,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
159,Anthony Driscoll-Glennon\Anthony-Driscoll-Glennon,eng ENG,DF,Burnley,21-102,1999,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
160,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-052,1989,2,180,90,7.4,2.0,1.00,90,1.00,0.00,,5.50,1.00,0.50,0.50,0.00,0.00,+0.68,0.95,1.00,-0.10,-0.08,+0.42,Matches
161,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-163,1991,4,265,66,10.9,2.9,1.03,80,0.34,0.34,24,1.72,1.25,0.34,0.69,-0.34,-0.34,+0.33,0.76,1.38,-0.62,-0.61,-0.15,Matches
162,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-107,1991,24,2159,90,88.8,24.0,1.00,90,0.96,0.00,,0.00,1.00,1.04,1.33,-0.29,-0.29,+0.04,1.51,1.03,0.48,+0.48,+0.56,Matches
163,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-140,1997,2,180,90,7.1,2.0,1.00,90,1.00,0.00,,10.5,0.00,1.00,2.50,-1.50,-1.50,-1.00,1.20,1.00,0.20,+0.21,+0.83,Matches
164,Ederson\Ederson,br BRA,GK,Manchester City,27-203,1993,27,2430,90,96.4,27.0,1.00,90,1.00,0.00,,0.00,2.30,1.96,0.67,1.30,+1.30,-0.70,1.88,0.77,1.11,+1.11,-0.51,Matches
165,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-019,1998,5,118,24,4.7,1.3,0.77,45,0.00,3.08,18,4.62,0.20,0.77,2.31,-1.54,-1.53,-0.25,0.54,1.92,-1.38,-1.38,-0.44,Matches
166,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-139,1992,22,1895,86,75.2,21.1,1.04,86,0.95,0.00,,0.00,0.36,0.62,1.71,-1.09,-1.09,-0.23,0.90,1.50,-0.60,-0.60,+0.12,Matches
167,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-180,1987,10,523,52,22.4,5.8,0.86,90,0.86,0.86,15,2.76,1.20,0.69,0.52,0.17,+0.17,-0.32,1.48,1.07,0.41,+0.41,+0.26,Matches
168,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-240,1992,15,1073,72,44.2,11.9,1.01,85,0.76,0.25,17,0.84,1.87,1.43,1.18,0.25,+0.25,-0.01,1.34,1.13,0.21,+0.21,0.00,Matches
169,Björn Engels\Bjorn-Engels,be BEL,DF,Aston Villa,26-174,1994,0,,,,,0,,0,0,,16,,,,,,,,,,,,Matches
170,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-064,1988,22,1933,88,76.7,21.5,1.02,88,0.88,0.00,,0.00,1.82,1.53,1.12,0.42,+0.42,-0.65,1.32,1.23,0.09,+0.09,-0.46,Matches
171,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-252,1998,26,1888,73,74.9,21.0,1.00,84,0.62,0.24,24,0.10,1.23,1.00,1.81,-0.81,-0.81,-0.81,0.72,1.59,-0.86,-0.86,-0.58,Matches
172,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-324,1985,24,2160,90,92.3,24.0,1.00,90,1.00,0.00,,0.00,1.75,1.58,1.21,0.38,+0.37,+0.37,1.36,1.18,0.18,+0.18,-0.80,Matches
173,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-136,1993,20,1667,83,66.2,18.5,0.97,90,0.92,0.11,24,0.00,1.50,1.73,1.24,0.49,+0.49,+0.27,1.83,1.31,0.52,+0.53,-0.11,Matches
174,Fabricio\Fabricio,es ESP,GK,Fulham,33-067,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
175,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-181,1994,28,2372,85,94.1,26.4,1.02,86,0.64,0.04,45,0.00,1.93,2.05,1.02,1.02,+1.02,+3.46,1.61,1.09,0.52,+0.52,+2.36,Matches
176,Gedson Fernandes\Gedson-Fernandes,pt POR,MF,Tottenham,22-058,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
177,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-015,1989,16,1381,86,56.8,15.3,1.05,86,0.92,0.00,,0.07,1.00,0.98,1.70,-0.72,-0.72,-0.20,0.86,1.48,-0.62,-0.62,-0.33,Matches
178,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-308,1985,13,702,54,27.9,7.8,0.90,84,0.77,0.77,19,1.15,2.46,1.79,0.51,1.28,+1.28,-0.05,1.40,0.74,0.65,+0.65,-0.65,Matches
179,Will Ferry\Will-Ferry,ie IRL,FW,Southampton,19-091,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
180,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-304,1998,3,62,21,2.5,0.7,0.00,,0.00,4.29,21,2.86,0.33,0.00,2.86,-2.86,-2.90,-1.66,0.14,2.14,-2.00,-2.02,-1.10,Matches
181,Ryan Finnigan\Ryan-Finnigan,eng ENG,MF,Southampton,17-166,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
182,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-157,1991,27,2146,79,85.2,23.8,1.05,84,0.50,0.08,28,0.00,1.59,1.72,1.39,0.34,+0.34,-0.39,1.85,1.29,0.57,+0.56,+0.01,Matches
183,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-196,1991,21,1675,80,66.5,18.6,1.02,85,0.86,0.11,31,0.11,0.62,0.65,1.56,-0.91,-0.91,+0.36,0.84,1.39,-0.55,-0.55,+0.23,Matches
184,Shane Flynn\Shane-Flynn,ie IRL,MF,Leicester City,19-145,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
185,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-284,2000,21,1250,60,49.6,13.9,0.94,83,0.50,0.58,22,0.50,2.29,2.37,0.58,1.80,+1.80,+0.95,1.98,0.78,1.19,+1.19,+0.13,Matches
186,Wes Foderingham\Wes-Foderingham,eng ENG,GK,Sheffield Utd,30-053,1991,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
187,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-081,2000,18,1506,84,59.8,16.7,1.02,87,0.90,0.06,25,0.06,1.83,1.50,1.02,0.48,+0.48,-0.23,1.38,1.11,0.28,+0.27,+0.19,Matches
188,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-014,1996,23,1709,74,73.0,19.0,1.11,80,0.47,0.11,18,0.16,1.74,1.26,1.11,0.16,+0.16,-0.70,1.37,1.05,0.33,+0.33,+0.32,Matches
189,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-356,1988,3,270,90,11.1,3.0,1.00,90,1.00,0.00,,8.00,2.00,1.00,0.33,0.67,+0.67,+1.21,1.10,1.10,0.00,0.00,+0.33,Matches
190,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-065,1998,1,80,80,3.2,0.9,1.11,80,0.00,0.00,,2.22,0.00,1.11,2.22,-1.11,-1.13,-2.01,1.22,1.67,-0.56,-0.51,-0.92,Matches
191,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-012,1994,16,760,48,31.3,8.4,0.83,74,0.12,1.07,27,0.24,0.81,0.83,1.67,-0.83,-0.83,-0.29,1.12,1.50,-0.38,-0.38,+0.13,Matches
192,Fred\Fred,br BRA,MF,Manchester Utd,28-003,1993,22,1745,79,69.2,19.4,0.98,85,0.67,0.15,41,0.26,1.91,1.96,0.93,1.03,+1.03,+0.68,1.63,1.07,0.56,+0.56,+0.58,Matches
193,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-149,1992,10,442,44,18.9,4.9,1.02,80,0.61,1.02,8,1.84,1.40,1.43,1.43,0.00,0.00,-0.43,1.31,1.14,0.18,+0.18,-0.07,Matches
194,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-335,1986,9,702,78,27.9,7.8,1.03,86,0.90,0.13,11,1.79,2.00,1.67,1.15,0.51,+0.51,-0.08,1.63,1.24,0.38,+0.38,+0.26,Matches
195,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-128,1995,25,2032,81,80.6,22.6,0.97,89,0.93,0.13,25,0.13,0.72,0.62,1.90,-1.28,-1.28,+0.01,0.68,1.68,-1.00,-1.00,-0.25,Matches
196,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-030,2000,22,1882,86,74.7,20.9,1.00,89,0.86,0.05,17,0.05,0.64,0.53,1.58,-1.05,-1.05,+0.92,0.67,1.56,-0.89,-0.88,+0.28,Matches
197,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-058,2001,3,201,67,8.0,2.2,0.91,90,0.91,0.45,21,5.91,1.33,1.36,2.73,-1.36,-1.34,-2.90,1.09,1.45,-0.32,-0.33,-1.58,Matches
198,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-142,1990,10,211,21,8.7,2.3,0.43,63,0.00,3.91,16,2.61,0.50,0.43,2.17,-1.74,-1.71,-1.18,0.78,2.04,-1.26,-1.23,-0.83,Matches
199,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-121,1990,24,2115,88,83.9,23.5,1.02,88,0.98,0.00,,0.04,1.83,1.87,1.23,0.64,+0.64,-1.14,1.54,1.16,0.37,+0.38,-0.02,Matches
200,Joe Gelhardt\Joe-Gelhardt,eng ENG,FW,Leeds United,18-308,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
201,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-309,1995,16,812,51,34.7,9.0,1.00,80,0.33,0.78,14,0.67,1.25,1.22,0.89,0.33,+0.33,-0.14,1.71,1.12,0.60,+0.60,+0.59,Matches
202,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-163,1989,10,809,81,32.1,9.0,1.00,85,0.89,0.11,45,0.67,0.60,1.11,2.44,-1.33,-1.33,-0.07,0.60,2.12,-1.52,-1.52,-0.83,Matches
203,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-040,2000,3,97,32,3.8,1.1,0.91,63,0.00,1.82,17,6.36,0.33,0.91,0.91,0.00,0.00,+0.33,1.36,0.36,1.00,+1.00,+1.17,Matches
204,Mark Gillespie\Mark-Gillespie,eng ENG,GK,Newcastle Utd,28-346,1992,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
205,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-270,2001,2,36,18,1.5,0.4,0.00,,0.00,5.00,18,20.0,0.00,2.50,0.00,2.50,+2.50,+1.90,1.25,0.25,1.00,+0.90,+0.24,Matches
206,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-159,1986,14,707,51,29.1,7.9,1.01,73,0.13,0.76,21,1.52,1.86,1.14,0.63,0.51,+0.51,-0.17,1.66,0.81,0.85,+0.85,+0.26,Matches
207,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-052,1998,19,1680,88,71.8,18.7,0.96,90,0.96,0.05,60,0.11,1.79,1.28,1.07,0.21,+0.21,-0.06,1.06,1.34,-0.28,-0.28,-0.60,Matches
208,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-221,1993,20,1199,60,51.2,13.3,0.90,80,0.45,0.60,30,0.30,1.85,1.65,1.28,0.38,+0.38,+0.30,1.36,1.29,0.08,+0.08,+0.39,Matches
209,Claudio Gomes\Claudio-Gomes,fr FRA,MF,Manchester City,20-228,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
210,Anthony Gomez Mancini\Anthony-Gomez-Mancini,fr FRA,MF,Burnley,19-336,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
211,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-289,1997,7,590,84,23.4,6.6,0.91,85,0.76,0.15,80,0.00,2.00,2.27,2.12,0.15,+0.15,-0.31,2.32,1.38,0.95,+0.95,+0.51,Matches
212,Mace Goodridge\Mace-Goodridge,eng ENG,MF,Burnley,21-176,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
213,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-012,2001,3,88,29,3.8,1.0,1.00,54,0.00,2.00,17,8.00,2.00,0.00,0.00,0.00,0.00,-0.24,0.60,1.00,-0.40,-0.38,-0.28,Matches
214,Kyron Gordon\Kyron-Gordon,eng ENG,DF,Sheffield Utd,18-288,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
215,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-171,1997,17,1086,64,43.1,12.1,1.16,71,0.08,0.25,33,0.33,0.53,0.50,1.98,-1.49,-1.49,-0.36,0.67,1.45,-0.79,-0.79,+0.29,Matches
216,Lee Grant\Lee-Grant,eng ENG,GK,Manchester Utd,38-040,1983,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
217,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-253,1996,1,19,19,0.8,0.2,0.00,,0.00,5.00,19,0.00,1.00,5.00,0.00,5.00,+4.74,+4.20,1.50,0.00,1.50,+1.63,+1.44,Matches
218,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-179,1995,22,1977,90,84.5,22.0,1.00,90,0.95,0.00,,0.00,1.64,1.64,1.09,0.55,+0.55,+0.79,1.55,1.30,0.25,+0.25,+0.29,Matches
219,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-158,2001,22,1204,55,47.8,13.4,1.04,76,0.22,0.60,18,0.22,1.73,1.94,1.27,0.67,+0.67,-0.28,1.49,1.40,0.09,+0.09,-0.55,Matches
220,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-266,1991,23,1518,66,62.5,16.9,0.95,89,0.83,0.41,13,0.24,0.91,0.83,1.01,-0.18,-0.18,+0.32,1.53,0.95,0.58,+0.58,+0.43,Matches
221,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-273,1988,3,148,49,5.9,1.6,1.25,69,0.00,0.63,11,4.38,1.00,2.50,3.13,-0.63,-0.61,+0.72,1.50,1.88,-0.37,-0.35,+0.64,Matches
222,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-057,1987,28,2520,90,100.0,28.0,1.00,90,1.00,0.00,,0.00,1.21,1.07,1.68,-0.61,-0.61,,0.79,1.50,-0.72,-0.72,,Matches
223,Frederic Guilbert\Frederic-Guilbert,fr FRA,DFMF,Aston Villa,26-074,1994,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
224,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-135,1990,22,1651,75,65.5,18.3,1.04,85,0.71,0.16,14,0.11,2.59,2.24,0.38,1.86,+1.85,+1.54,2.11,0.61,1.49,+1.49,+1.06,Matches
225,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-353,2004,1,11,11,0.4,0.1,0.00,,0.00,10.0,11,0.00,0.00,0.00,0.00,0.00,0.00,+1.04,2.00,1.00,1.00,+0.90,+1.53,Matches
226,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-259,1994,16,937,59,40.0,10.4,0.96,84,0.67,0.58,17,0.00,1.56,0.96,1.15,-0.19,-0.19,-0.90,1.16,1.47,-0.30,-0.30,-0.90,Matches
227,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-000,2000,2,32,16,1.3,0.4,0.00,,0.00,5.00,16,20.0,0.00,0.00,5.00,-5.00,-5.63,-4.40,0.50,4.75,-4.00,-4.53,-3.62,Matches
228,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-108,1996,25,1952,78,83.4,21.7,1.11,80,0.65,0.05,27,0.00,1.36,1.71,1.75,-0.05,-0.05,-0.05,1.55,1.63,-0.08,-0.08,+0.20,Matches
229,Joe Hart\Joe-Hart,eng ENG,GK,Tottenham,33-323,1987,0,,,,,0,,0,0,,27,,,,,,,,,,,,Matches
