Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
88,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-022,1987,18,9,927,10.3,0.58,0.19,0.58,0.00,0.00,0.10,0.00,0.58,0.19,0.78,0.58,0.78,0.49,0.49,0.17,0.65,0.49,0.16,0.65,0.49,0.65,Matches
89,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-213,1996,19,11,1123,12.5,0.00,0.16,0.00,0.00,0.00,0.24,0.00,0.00,0.16,0.16,0.00,0.16,0.02,0.02,0.18,0.20,0.02,0.17,0.20,0.02,0.20,Matches
90,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-047,1995,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.13,0.13,0.00,0.13,Matches
91,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-077,1996,20,20,1666,18.5,0.11,0.22,0.11,0.00,0.00,0.16,0.00,0.11,0.22,0.32,0.11,0.32,0.08,0.08,0.08,0.15,0.08,0.07,0.15,0.08,0.15,Matches
92,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-158,1997,9,4,305,3.4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,0.11,0.00,0.11,0.11,0.11,Matches
93,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-332,1996,10,9,819,9.1,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,Matches
94,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-163,1989,16,15,1385,15.4,0.06,0.00,0.06,0.00,0.00,0.19,0.00,0.06,0.00,0.06,0.06,0.06,0.02,0.02,0.01,0.03,0.02,0.00,0.03,0.02,0.03,Matches
95,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-337,1991,13,13,1145,12.7,0.00,0.08,0.00,0.00,0.00,0.16,0.00,0.00,0.08,0.08,0.00,0.08,0.01,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,Matches
96,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-011,1993,27,27,2403,26.7,0.04,0.00,0.04,0.00,0.00,0.15,0.00,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.00,0.05,0.04,0.05,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-148,1988,15,10,885,9.8,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.05,0.05,0.08,0.12,0.05,0.08,0.13,0.05,0.13,Matches
98,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-039,2000,15,9,722,8.0,0.25,0.13,0.25,0.00,0.00,0.00,0.00,0.25,0.12,0.37,0.25,0.37,0.41,0.41,0.03,0.44,0.41,0.02,0.43,0.41,0.43,Matches
99,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-190,1991,20,20,1781,19.8,0.05,0.00,0.05,0.00,0.00,0.15,0.00,0.05,0.00,0.05,0.05,0.05,0.07,0.07,0.00,0.07,0.06,0.00,0.06,0.06,0.06,Matches
100,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-256,1989,9,8,735,8.2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.02,0.05,0.03,0.02,0.05,0.03,0.05,Matches
101,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-055,1994,17,9,857,9.5,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.32,0.32,0.63,0.32,0.63,0.17,0.17,0.09,0.26,0.16,0.10,0.26,0.16,0.26,Matches
102,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-198,1992,22,22,1974,21.9,0.00,0.14,0.00,0.00,0.00,0.09,0.00,0.00,0.14,0.14,0.00,0.14,0.04,0.04,0.13,0.17,0.04,0.13,0.17,0.04,0.17,Matches
103,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-083,1989,26,26,2340,26.0,0.00,0.23,0.00,0.00,0.00,0.04,0.00,0.00,0.23,0.23,0.00,0.23,0.03,0.03,0.15,0.18,0.03,0.15,0.18,0.03,0.18,Matches
104,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-064,1998,2,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67,0.61,0.00,0.61,0.61,0.61,Matches
105,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-323,1991,26,26,2330,25.9,0.19,0.08,0.19,0.00,0.00,0.19,0.00,0.19,0.08,0.27,0.19,0.27,0.10,0.10,0.06,0.16,0.10,0.06,0.16,0.10,0.16,Matches
106,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-022,1987,12,12,1080,12.0,0.08,0.00,0.08,0.00,0.00,0.08,0.00,0.08,0.00,0.08,0.08,0.08,0.02,0.02,0.00,0.03,0.03,0.00,0.03,0.03,0.03,Matches
107,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-151,1990,25,25,2250,25.0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
108,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-318,1993,19,14,1312,14.6,0.00,0.07,0.00,0.00,0.00,0.07,0.00,0.00,0.07,0.07,0.00,0.07,0.01,0.01,0.04,0.06,0.01,0.04,0.06,0.01,0.06,Matches
109,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-251,1998,16,11,869,9.7,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.00,0.05,Matches
110,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,23-023,1998,7,0,76,0.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.00,0.37,0.34,0.03,0.37,0.34,0.37,Matches
111,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-055,2000,2,0,33,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
112,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-306,1990,11,11,990,11.0,0.18,0.00,0.18,0.00,0.00,0.00,0.00,0.18,0.00,0.18,0.18,0.18,0.10,0.10,0.00,0.11,0.10,0.00,0.11,0.10,0.11,Matches
113,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-253,1991,22,20,1749,19.4,0.15,0.57,0.05,0.10,0.15,0.05,0.00,0.15,0.57,0.72,0.05,0.62,0.45,0.34,0.42,0.75,0.45,0.42,0.87,0.33,0.75,Matches
114,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-028,2003,1,0,40,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
115,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-107,1989,5,2,214,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
116,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-327,1995,23,21,1864,20.7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.03,0.17,0.13,0.03,0.17,0.13,0.17,Matches
117,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-131,1991,8,7,637,7.1,0.14,0.14,0.14,0.00,0.00,0.14,0.00,0.14,0.14,0.28,0.14,0.28,0.48,0.48,0.07,0.54,0.48,0.06,0.54,0.48,0.54,Matches
118,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-000,1999,12,6,532,5.9,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.03,0.08,0.05,0.03,0.08,0.05,0.08,Matches
119,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-323,1998,16,14,1088,12.1,0.08,0.00,0.08,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,0.08,0.08,0.01,0.09,0.08,0.01,0.09,0.08,0.09,Matches
120,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-084,1996,21,18,1618,18.0,0.28,0.28,0.28,0.00,0.00,0.17,0.00,0.28,0.28,0.56,0.28,0.56,0.24,0.24,0.27,0.51,0.24,0.27,0.51,0.24,0.51,Matches
121,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-298,1997,25,25,2229,24.8,0.04,0.00,0.04,0.00,0.00,0.12,0.00,0.04,0.00,0.04,0.04,0.04,0.08,0.08,0.00,0.08,0.08,0.00,0.08,0.08,0.08,Matches
122,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-052,1994,21,21,1890,21.0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.04,0.03,0.01,0.04,0.03,0.04,Matches
123,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-231,1993,18,18,1601,17.8,0.00,0.34,0.00,0.00,0.00,0.00,0.06,0.00,0.34,0.34,0.00,0.34,0.02,0.02,0.16,0.19,0.02,0.16,0.19,0.02,0.19,Matches
124,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-243,1991,5,5,370,4.1,0.24,0.00,0.24,0.00,0.00,0.24,0.00,0.24,0.00,0.24,0.24,0.24,0.07,0.07,0.00,0.07,0.08,0.00,0.08,0.08,0.08,Matches
125,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-058,1997,7,6,568,6.3,0.16,0.00,0.16,0.00,0.00,0.32,0.00,0.16,0.00,0.16,0.16,0.16,0.03,0.03,0.00,0.03,0.03,0.00,0.03,0.03,0.03,Matches
126,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-266,1998,20,13,1038,11.5,0.09,0.00,0.09,0.00,0.00,0.35,0.00,0.09,0.00,0.09,0.09,0.09,0.06,0.06,0.04,0.10,0.06,0.04,0.10,0.06,0.10,Matches
127,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-051,1992,14,11,1052,11.7,0.00,0.17,0.00,0.00,0.00,0.34,0.09,0.00,0.17,0.17,0.00,0.17,0.03,0.03,0.06,0.09,0.03,0.06,0.09,0.03,0.09,Matches
128,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-079,1997,15,14,1276,14.2,0.14,0.00,0.14,0.00,0.00,0.21,0.07,0.14,0.00,0.14,0.14,0.14,0.06,0.06,0.00,0.06,0.06,0.00,0.06,0.06,0.06,Matches
129,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-066,1993,25,25,2131,23.7,0.08,0.13,0.08,0.00,0.00,0.25,0.00,0.08,0.13,0.21,0.08,0.21,0.08,0.08,0.10,0.18,0.08,0.10,0.18,0.08,0.18,Matches
130,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-052,1989,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-163,1991,4,3,265,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-107,1991,24,24,2159,24.0,0.13,0.00,0.13,0.00,0.00,0.17,0.04,0.13,0.00,0.13,0.13,0.13,0.09,0.09,0.02,0.11,0.09,0.02,0.11,0.09,0.11,Matches
133,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-140,1997,2,2,180,2.0,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50,0.15,0.15,0.05,0.20,0.13,0.05,0.19,0.13,0.19,Matches
134,Ederson\Ederson,br BRA,GK,Manchester City,27-203,1993,27,27,2430,27.0,0.00,0.04,0.00,0.00,0.00,0.07,0.00,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.01,0.01,0.00,0.02,0.02,0.00,0.02,Matches
135,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-019,1998,5,1,118,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,0.11,0.00,0.11,0.11,0.11,Matches
136,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-139,1992,22,22,1895,21.1,0.00,0.05,0.00,0.00,0.00,0.28,0.05,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.03,Matches
137,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-180,1987,10,5,523,5.8,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.09,0.14,0.05,0.09,0.14,0.05,0.14,Matches
138,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-240,1992,15,12,1073,11.9,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.02,0.04,0.03,0.01,0.05,0.03,0.05,Matches
139,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-064,1988,22,22,1933,21.5,0.00,0.05,0.00,0.00,0.00,0.33,0.00,0.00,0.05,0.05,0.00,0.05,0.03,0.03,0.01,0.04,0.03,0.01,0.03,0.03,0.03,Matches
140,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-252,1998,26,21,1888,21.0,0.14,0.14,0.14,0.00,0.00,0.10,0.00,0.14,0.14,0.29,0.14,0.29,0.07,0.07,0.08,0.15,0.07,0.08,0.15,0.07,0.15,Matches
141,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-324,1985,24,24,2160,24.0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
142,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-136,1993,20,18,1667,18.5,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.04,Matches
143,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-181,1994,28,27,2372,26.4,0.61,0.38,0.30,0.30,0.34,0.19,0.00,0.61,0.38,0.99,0.30,0.68,0.47,0.21,0.36,0.57,0.47,0.36,0.83,0.21,0.57,Matches
144,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-015,1989,16,16,1381,15.3,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,Matches
145,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-308,1985,13,7,702,7.8,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.04,0.10,0.07,0.03,0.10,0.07,0.10,Matches
146,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-304,1998,3,0,62,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-157,1991,27,25,2146,23.8,0.25,0.21,0.25,0.00,0.00,0.04,0.00,0.25,0.21,0.46,0.25,0.46,0.44,0.44,0.16,0.60,0.44,0.16,0.60,0.44,0.60,Matches
148,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-196,1991,21,19,1675,18.6,0.00,0.11,0.00,0.00,0.00,0.16,0.00,0.00,0.11,0.11,0.00,0.11,0.04,0.04,0.11,0.15,0.04,0.11,0.15,0.04,0.15,Matches
149,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-284,2000,21,13,1250,13.9,0.43,0.22,0.43,0.00,0.00,0.00,0.00,0.43,0.22,0.65,0.43,0.65,0.27,0.27,0.24,0.51,0.27,0.24,0.51,0.27,0.51,Matches
150,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-081,2000,18,17,1506,16.7,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.01,0.06,0.05,0.01,0.06,0.05,0.06,Matches
151,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-014,1996,23,21,1709,19.0,0.11,0.16,0.11,0.00,0.00,0.16,0.00,0.11,0.16,0.26,0.11,0.26,0.21,0.21,0.10,0.31,0.21,0.10,0.31,0.21,0.31,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-356,1988,3,3,270,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-065,1998,1,1,80,0.9,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.03,0.31,0.34,0.03,0.34,Matches
154,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-012,1994,16,7,760,8.4,0.00,0.24,0.00,0.00,0.00,0.24,0.12,0.00,0.24,0.24,0.00,0.24,0.10,0.10,0.24,0.33,0.09,0.24,0.33,0.09,0.33,Matches
155,Fred\Fred,br BRA,MF,Manchester Utd,28-003,1993,22,19,1745,19.4,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.15,0.05,0.10,0.15,0.05,0.15,Matches
156,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-149,1992,10,5,442,4.9,0.20,0.20,0.20,0.00,0.00,0.41,0.00,0.20,0.20,0.41,0.20,0.41,0.04,0.04,0.24,0.29,0.04,0.24,0.29,0.04,0.29,Matches
157,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-335,1986,9,8,702,7.8,0.00,0.00,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,Matches
158,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-128,1995,25,22,2032,22.6,0.04,0.09,0.04,0.00,0.00,0.13,0.00,0.04,0.09,0.13,0.04,0.13,0.05,0.05,0.08,0.13,0.05,0.08,0.13,0.05,0.13,Matches
159,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-030,2000,22,21,1882,20.9,0.10,0.10,0.10,0.00,0.00,0.38,0.00,0.10,0.10,0.19,0.10,0.19,0.06,0.06,0.04,0.10,0.06,0.04,0.10,0.06,0.10,Matches
160,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-058,2001,3,2,201,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.01,0.04,0.04,0.01,0.04,Matches
161,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-142,1990,10,1,211,2.3,0.43,0.00,0.43,0.00,0.00,0.00,0.00,0.43,0.00,0.43,0.43,0.43,0.22,0.22,0.04,0.26,0.23,0.02,0.25,0.23,0.25,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-121,1990,24,24,2115,23.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-309,1995,16,9,812,9.0,0.67,0.00,0.44,0.22,0.22,0.11,0.00,0.67,0.00,0.67,0.44,0.44,0.50,0.32,0.19,0.51,0.49,0.19,0.68,0.33,0.51,Matches
164,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-163,1989,10,9,809,9.0,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.01,0.03,0.04,0.01,0.04,Matches
165,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-040,2000,3,1,97,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.09,0.00,0.09,Matches
166,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-270,2001,2,0,36,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-159,1986,14,8,707,7.9,0.51,0.00,0.51,0.00,0.00,0.13,0.00,0.51,0.00,0.51,0.51,0.51,0.49,0.49,0.09,0.58,0.49,0.09,0.58,0.49,0.58,Matches
168,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-052,1998,19,18,1680,18.7,0.00,0.05,0.00,0.00,0.00,0.21,0.00,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.00,0.02,0.02,0.00,0.02,0.02,0.02,Matches
169,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-221,1993,20,12,1199,13.3,0.00,0.08,0.00,0.00,0.00,0.23,0.00,0.00,0.08,0.08,0.00,0.08,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.04,Matches
170,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-289,1997,7,6,590,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-012,2001,3,1,88,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
172,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-171,1997,17,14,1086,12.1,0.08,0.00,0.08,0.00,0.00,0.08,0.00,0.08,0.00,0.08,0.08,0.08,0.17,0.17,0.00,0.17,0.18,0.00,0.18,0.18,0.18,Matches
173,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-253,1996,1,0,19,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
174,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-179,1995,22,22,1977,22.0,0.27,0.45,0.27,0.00,0.00,0.27,0.00,0.27,0.46,0.73,0.27,0.73,0.19,0.19,0.37,0.55,0.19,0.37,0.56,0.19,0.56,Matches
175,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-158,2001,22,14,1204,13.4,0.07,0.07,0.07,0.00,0.00,0.07,0.00,0.07,0.07,0.15,0.07,0.15,0.23,0.23,0.06,0.29,0.23,0.06,0.29,0.23,0.29,Matches
176,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-266,1991,23,16,1518,16.9,0.12,0.24,0.00,0.12,0.18,0.06,0.00,0.12,0.24,0.36,0.00,0.24,0.23,0.09,0.26,0.36,0.23,0.26,0.49,0.10,0.36,Matches
177,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-273,1988,3,2,148,1.6,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.61,0.00,0.61,0.06,0.06,0.06,0.13,0.06,0.07,0.13,0.06,0.13,Matches
178,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-057,1987,28,28,2520,28.0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
179,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-135,1990,22,19,1651,18.3,0.60,0.05,0.55,0.05,0.11,0.00,0.00,0.60,0.05,0.65,0.55,0.60,0.42,0.34,0.19,0.53,0.42,0.19,0.61,0.34,0.53,Matches
180,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-353,2004,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.16,0.00,1.16,1.16,1.16,Matches
181,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-259,1994,16,10,937,10.4,0.29,0.00,0.29,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,0.28,0.28,0.12,0.39,0.28,0.12,0.40,0.28,0.40,Matches
182,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-000,2000,2,0,32,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
183,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-108,1996,25,24,1952,21.7,0.28,0.18,0.28,0.00,0.00,0.09,0.00,0.28,0.18,0.46,0.28,0.46,0.21,0.21,0.20,0.41,0.21,0.20,0.41,0.21,0.41,Matches
184,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-235,1995,4,4,360,4.0,0.25,0.00,0.25,0.00,0.00,0.25,0.00,0.25,0.00,0.25,0.25,0.25,0.28,0.28,0.00,0.28,0.27,0.00,0.27,0.27,0.27,Matches
185,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-270,1999,19,12,986,11.0,0.09,0.18,0.09,0.00,0.00,0.18,0.00,0.09,0.18,0.27,0.09,0.27,0.15,0.15,0.12,0.26,0.14,0.12,0.26,0.14,0.26,Matches
