Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
186,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-351,1995,22,20,1811,20.1,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.04,0.03,0.02,0.04,0.03,0.04,Matches
187,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-232,1992,4,3,263,2.9,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.03,0.01,0.04,0.03,0.04,Matches
188,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-042,1991,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
189,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-361,1997,5,4,405,4.5,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-264,1990,21,20,1704,18.9,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.05,0.05,0.11,0.05,0.11,0.09,0.09,0.07,0.16,0.09,0.07,0.16,0.09,0.16,Matches
191,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-036,1992,18,17,1361,15.1,0.13,0.07,0.13,0.00,0.00,0.20,0.07,0.13,0.07,0.20,0.13,0.20,0.07,0.07,0.05,0.12,0.07,0.05,0.12,0.07,0.12,Matches
192,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-331,1985,13,2,341,3.8,0.00,0.53,0.00,0.00,0.00,0.26,0.00,0.00,0.53,0.53,0.00,0.53,0.24,0.24,0.16,0.42,0.24,0.17,0.41,0.24,0.41,Matches
193,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-243,1992,27,27,2332,25.9,0.50,0.35,0.50,0.00,0.00,0.00,0.00,0.50,0.35,0.85,0.50,0.85,0.30,0.30,0.29,0.59,0.30,0.29,0.59,0.30,0.59,Matches
194,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-049,2002,9,3,396,4.4,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.05,0.02,0.02,0.04,0.02,0.04,Matches
195,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-169,1995,22,20,1838,20.4,0.00,0.05,0.00,0.00,0.00,0.10,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.05,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches
196,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-137,1996,16,16,1420,15.8,0.06,0.00,0.06,0.00,0.00,0.32,0.00,0.06,0.00,0.06,0.06,0.06,0.04,0.04,0.01,0.06,0.05,0.01,0.06,0.05,0.06,Matches
197,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-034,1991,4,3,225,2.5,0.40,0.40,0.40,0.00,0.00,0.00,0.00,0.40,0.40,0.80,0.40,0.80,0.20,0.20,0.32,0.52,0.20,0.32,0.52,0.20,0.52,Matches
198,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-121,2000,17,8,823,9.1,0.22,0.22,0.22,0.00,0.00,0.00,0.00,0.22,0.22,0.44,0.22,0.44,0.12,0.12,0.25,0.37,0.12,0.25,0.37,0.12,0.37,Matches
199,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-080,2000,1,0,38,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
200,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-215,1995,27,27,2430,27.0,0.04,0.11,0.04,0.00,0.00,0.22,0.00,0.04,0.11,0.15,0.04,0.15,0.02,0.02,0.05,0.07,0.02,0.05,0.07,0.02,0.07,Matches
201,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-265,1989,1,0,10,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
202,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-156,1996,15,7,637,7.1,0.42,0.00,0.42,0.00,0.14,0.00,0.00,0.42,0.00,0.42,0.42,0.42,0.39,0.30,0.13,0.42,0.40,0.13,0.54,0.29,0.43,Matches
203,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-228,1992,22,20,1686,18.7,0.43,0.16,0.32,0.11,0.11,0.05,0.00,0.43,0.16,0.59,0.32,0.48,0.34,0.26,0.11,0.36,0.34,0.11,0.45,0.25,0.36,Matches
204,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-014,1984,12,8,754,8.4,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.01,0.07,0.07,0.01,0.07,0.07,0.07,Matches
205,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-309,1996,23,13,1179,13.1,0.08,0.15,0.08,0.00,0.00,0.00,0.00,0.08,0.15,0.23,0.08,0.23,0.05,0.05,0.13,0.18,0.06,0.13,0.18,0.06,0.18,Matches
206,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-203,1982,8,5,428,4.8,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
207,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-209,1993,13,2,264,2.9,0.00,0.34,0.00,0.00,0.00,0.69,0.00,0.00,0.34,0.34,0.00,0.34,0.41,0.41,0.62,1.03,0.39,0.62,1.01,0.39,1.01,Matches
208,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-118,1997,11,8,637,7.1,0.42,0.00,0.42,0.00,0.00,0.28,0.00,0.42,0.00,0.42,0.42,0.42,0.24,0.24,0.04,0.28,0.24,0.04,0.28,0.24,0.28,Matches
209,Reece James\Reece-James,eng ENG,DF,Chelsea,21-090,1999,21,17,1610,17.9,0.06,0.11,0.06,0.00,0.00,0.17,0.00,0.06,0.11,0.17,0.06,0.17,0.07,0.07,0.12,0.18,0.06,0.12,0.19,0.06,0.19,Matches
210,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-073,2001,2,1,3,0.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
211,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-339,1997,20,14,1391,15.5,0.39,0.19,0.39,0.00,0.00,0.06,0.00,0.39,0.19,0.58,0.39,0.58,0.38,0.38,0.17,0.55,0.38,0.17,0.55,0.38,0.55,Matches
212,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-307,1991,10,10,823,9.1,0.44,0.00,0.44,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,0.26,0.26,0.09,0.34,0.26,0.08,0.34,0.26,0.34,Matches
213,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-206,1996,21,15,1356,15.1,0.07,0.13,0.07,0.00,0.00,0.20,0.00,0.07,0.13,0.20,0.07,0.20,0.17,0.17,0.09,0.25,0.16,0.09,0.25,0.16,0.25,Matches
214,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-043,2000,8,3,328,3.6,0.28,0.00,0.28,0.00,0.00,0.28,0.00,0.27,0.00,0.27,0.27,0.27,0.08,0.08,0.00,0.08,0.09,0.00,0.10,0.09,0.10,Matches
215,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-348,1993,27,27,2430,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,20-037,2001,20,12,1089,12.1,0.08,0.08,0.08,0.00,0.00,0.17,0.00,0.08,0.08,0.17,0.08,0.17,0.12,0.12,0.09,0.20,0.11,0.09,0.20,0.11,0.20,Matches
217,Jorginho\Jorginho,it ITA,MF,Chelsea,29-078,1991,18,14,1257,14.0,0.36,0.07,0.00,0.36,0.50,0.00,0.00,0.36,0.07,0.43,0.00,0.07,0.39,0.01,0.10,0.11,0.39,0.10,0.49,0.01,0.11,Matches
218,Willian José\Willian-Jose,br BRA,FW,Wolves,29-105,1991,8,7,590,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.05,0.14,0.10,0.04,0.14,0.10,0.14,Matches
219,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-094,1996,11,6,622,6.9,0.72,0.00,0.72,0.00,0.00,0.14,0.00,0.72,0.00,0.72,0.72,0.72,0.36,0.36,0.19,0.55,0.36,0.19,0.55,0.36,0.55,Matches
220,James Justin\James-Justin,eng ENG,DF,Leicester City,23-013,1998,23,23,2070,23.0,0.09,0.04,0.09,0.00,0.00,0.17,0.00,0.09,0.04,0.13,0.09,0.13,0.07,0.07,0.07,0.14,0.07,0.07,0.14,0.07,0.14,Matches
221,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Liverpool,20-348,2000,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
222,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,26-001,1995,11,2,315,3.5,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.23,0.11,0.11,0.22,0.11,0.22,Matches
223,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-223,1993,25,25,2183,24.3,0.66,0.53,0.53,0.12,0.12,0.04,0.00,0.66,0.54,1.20,0.54,1.07,0.57,0.47,0.26,0.73,0.57,0.26,0.83,0.47,0.73,Matches
224,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-344,1991,23,20,1802,20.0,0.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.10,0.10,0.00,0.10,0.01,0.01,0.05,0.07,0.02,0.05,0.07,0.02,0.07,Matches
225,Moise Kean\Moise-Kean,it ITA,FW,Everton,21-008,2000,2,0,15,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches
226,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-056,1993,25,23,2091,23.2,0.13,0.04,0.13,0.00,0.00,0.13,0.00,0.13,0.04,0.17,0.13,0.17,0.04,0.04,0.03,0.08,0.04,0.04,0.08,0.04,0.08,Matches
227,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-363,1992,5,1,119,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23,0.22,0.00,0.22,0.22,0.22,Matches
228,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,26-026,1995,9,7,496,5.5,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.11,0.20,0.09,0.11,0.20,0.09,0.20,Matches
229,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-105,1998,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
230,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-358,1997,4,1,79,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-247,2001,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
232,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,23-289,1997,15,12,1121,12.5,0.00,0.08,0.00,0.00,0.00,0.24,0.00,0.00,0.08,0.08,0.00,0.08,0.03,0.03,0.04,0.07,0.03,0.04,0.08,0.03,0.08,Matches
233,Joshua King\Joshua-King,no NOR,MFFW,Everton,29-052,1992,6,0,79,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
234,Mateusz Klich\Mateusz-Klich,pl POL,MF,Leeds United,30-268,1990,26,24,2027,22.5,0.13,0.22,0.04,0.09,0.09,0.27,0.00,0.13,0.22,0.36,0.04,0.27,0.13,0.06,0.16,0.21,0.13,0.16,0.28,0.06,0.21,Matches
235,Robin Koch\Robin-Koch,de GER,DF,Leeds United,24-234,1996,11,11,908,10.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.02,0.09,0.07,0.02,0.08,0.07,0.08,Matches
236,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,27-261,1993,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
237,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,23-136,1997,24,23,2116,23.5,0.09,0.00,0.09,0.00,0.00,0.09,0.00,0.09,0.00,0.09,0.09,0.09,0.06,0.06,0.00,0.06,0.06,0.00,0.06,0.06,0.06,Matches
238,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,DF,Crystal Palace,31-077,1989,26,25,2223,24.7,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.03,0.03,0.00,0.04,0.03,0.01,0.04,0.03,0.04,Matches
239,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,26-306,1994,22,17,1440,16.0,0.00,0.06,0.00,0.00,0.00,0.13,0.00,0.00,0.06,0.06,0.00,0.06,0.05,0.05,0.09,0.14,0.05,0.09,0.14,0.05,0.14,Matches
240,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,26-218,1994,10,8,786,8.7,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,0.02,0.00,0.02,Matches
241,Filip Krovinović\Filip-Krovinovic,hr CRO,MF,West Brom,25-191,1995,11,5,546,6.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.08,0.04,0.05,0.09,0.04,0.09,Matches
242,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,29-284,1991,23,17,1444,16.0,0.56,0.13,0.44,0.13,0.13,0.13,0.00,0.56,0.12,0.69,0.44,0.56,0.42,0.33,0.12,0.45,0.42,0.12,0.54,0.33,0.45,Matches
243,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Brighton,32-302,1988,21,11,1007,11.2,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,0.15,0.15,0.23,0.38,0.15,0.23,0.39,0.15,0.39,Matches
244,Érik Lamela\Erik-Lamela,ar ARG,FWMF,Tottenham,29-004,1992,16,5,544,6.0,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.15,0.30,0.16,0.14,0.30,0.16,0.30,Matches
245,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,20-159,2000,11,11,886,9.8,0.10,0.10,0.10,0.00,0.00,0.41,0.10,0.10,0.10,0.20,0.10,0.20,0.06,0.06,0.11,0.17,0.06,0.11,0.17,0.06,0.17,Matches
246,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,28-021,1993,12,3,379,4.2,0.24,0.24,0.24,0.00,0.00,0.24,0.00,0.24,0.24,0.47,0.24,0.47,0.26,0.26,0.14,0.40,0.26,0.14,0.40,0.26,0.40,Matches
247,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,26-285,1994,10,9,849,9.4,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.02,0.06,0.04,0.03,0.06,0.04,0.06,Matches
248,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,27-117,1993,16,16,1355,15.1,0.07,0.00,0.07,0.00,0.00,0.20,0.00,0.07,0.00,0.07,0.07,0.07,0.05,0.05,0.00,0.05,0.05,0.00,0.06,0.05,0.06,Matches
249,Maxime Le Marchand\Maxime-Le-Marchand,fr FRA,DF,Fulham,31-148,1989,2,1,123,1.4,0.00,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
250,Mario Lemina\Mario-Lemina,ga GAB,MF,Fulham,27-188,1993,20,11,1022,11.4,0.09,0.00,0.09,0.00,0.00,0.18,0.00,0.09,0.00,0.09,0.09,0.09,0.07,0.07,0.04,0.11,0.07,0.04,0.11,0.07,0.11,Matches
251,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,29-004,1992,26,26,2321,25.8,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
252,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Newcastle Utd,23-042,1998,23,20,1830,20.3,0.00,0.05,0.00,0.00,0.00,0.20,0.00,0.00,0.05,0.05,0.00,0.05,0.01,0.01,0.08,0.09,0.01,0.08,0.09,0.01,0.09,Matches
253,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,26-234,1994,21,21,1865,20.7,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10,0.03,0.03,0.02,0.05,0.03,0.02,0.05,0.03,0.05,Matches
254,Jesse Lingard\Jesse-Lingard,eng ENG,FWMF,West Ham,28-083,1992,5,5,439,4.9,0.61,0.20,0.61,0.00,0.00,0.00,0.00,0.62,0.21,0.82,0.62,0.82,0.27,0.27,0.06,0.33,0.27,0.07,0.34,0.27,0.34,Matches
255,Jake Livermore\Jake-Livermore,eng ENG,MF,West Brom,31-114,1989,16,15,1224,13.6,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.04,0.02,0.02,0.04,0.02,0.04,Matches
256,Diego Llorente\Diego-Llorente,es ESP,DF,Leeds United,27-204,1993,4,3,271,3.0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.03,0.13,0.11,0.02,0.13,0.11,0.13,Matches
257,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,34-072,1986,27,27,2430,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
258,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,24-333,1996,11,4,439,4.9,0.20,0.20,0.20,0.00,0.00,0.61,0.00,0.21,0.21,0.41,0.21,0.41,0.16,0.16,0.20,0.37,0.17,0.21,0.38,0.17,0.38,Matches
259,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,FW,Chelsea,25-044,1996,1,1,60,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
260,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Fulham,25-044,1996,22,18,1571,17.5,0.06,0.00,0.06,0.00,0.00,0.11,0.00,0.06,0.00,0.06,0.06,0.06,0.16,0.16,0.08,0.24,0.16,0.08,0.24,0.16,0.24,Matches
261,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,30-202,1990,8,7,637,7.1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0.04,0.00,0.04,0.04,0.04,Matches
262,Shane Long\Shane-Long,ie IRL,FWMF,Southampton,34-045,1987,11,1,210,2.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
263,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,20-352,2000,5,4,377,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.02,Matches
264,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-129,1997,12,9,826,9.2,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.02,0.09,0.07,0.03,0.09,0.07,0.09,Matches
265,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Fulham,23-139,1997,25,23,2094,23.3,0.17,0.13,0.17,0.00,0.04,0.17,0.00,0.17,0.13,0.30,0.17,0.30,0.20,0.17,0.15,0.32,0.20,0.15,0.35,0.17,0.32,Matches
266,Max Lowe\Max-Lowe,eng ENG,DF,Sheffield Utd,23-301,1997,8,7,550,6.1,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.05,0.01,0.03,0.04,0.01,0.04,Matches
267,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,31-272,1989,24,24,2160,24.0,0.04,0.00,0.04,0.00,0.00,0.13,0.00,0.04,0.00,0.04,0.04,0.04,0.02,0.02,0.06,0.08,0.02,0.06,0.08,0.02,0.08,Matches
268,David Luiz\David-Luiz,br BRA,DF,Arsenal,33-320,1987,17,14,1164,12.9,0.08,0.00,0.08,0.00,0.00,0.08,0.08,0.08,0.00,0.08,0.08,0.08,0.06,0.06,0.03,0.10,0.06,0.03,0.10,0.06,0.10,Matches
269,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,22-303,1998,22,22,1919,21.3,0.00,0.09,0.00,0.00,0.00,0.33,0.05,0.00,0.09,0.09,0.00,0.09,0.05,0.05,0.06,0.11,0.05,0.06,0.11,0.05,0.11,Matches
270,John Lundstram\John-Lundstram,eng ENG,MF,Sheffield Utd,27-018,1994,23,20,1741,19.3,0.00,0.10,0.00,0.00,0.05,0.31,0.05,0.00,0.10,0.10,0.00,0.10,0.10,0.07,0.06,0.13,0.10,0.06,0.17,0.07,0.13,Matches
271,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,MFFW,Brighton,22-074,1998,14,10,813,9.0,0.11,0.11,0.11,0.00,0.00,0.11,0.00,0.11,0.11,0.22,0.11,0.22,0.10,0.10,0.21,0.31,0.10,0.21,0.31,0.10,0.31,Matches
272,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-105,1996,23,18,1628,18.1,0.44,0.28,0.44,0.00,0.00,0.22,0.00,0.44,0.28,0.72,0.44,0.72,0.19,0.19,0.21,0.40,0.19,0.21,0.40,0.19,0.40,Matches
273,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,28-003,1993,28,28,2520,28.0,0.07,0.04,0.07,0.00,0.00,0.29,0.00,0.07,0.04,0.11,0.07,0.11,0.06,0.06,0.01,0.07,0.06,0.01,0.07,0.06,0.07,Matches
274,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,30-015,1991,22,18,1568,17.4,0.40,0.23,0.40,0.00,0.00,0.00,0.00,0.40,0.23,0.63,0.40,0.63,0.22,0.22,0.31,0.54,0.23,0.31,0.54,0.23,0.54,Matches
275,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,23-191,1997,11,5,490,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.06,0.02,0.04,0.06,0.02,0.06,Matches
276,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MF,West Brom,23-191,1997,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.07,0.12,0.04,0.07,0.12,0.04,0.12,Matches
277,Josh Maja\Josh-Maja,ng NGA,FW,Fulham,22-071,1998,7,6,505,5.6,0.36,0.00,0.36,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,0.63,0.63,0.11,0.73,0.62,0.11,0.73,0.62,0.73,Matches
278,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,28-332,1992,25,23,2079,23.1,0.30,0.13,0.30,0.00,0.00,0.13,0.00,0.30,0.13,0.43,0.30,0.43,0.46,0.46,0.16,0.62,0.46,0.16,0.63,0.46,0.63,Matches
279,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,26-307,1994,10,9,719,8.0,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.03,0.03,0.00,0.03,Matches
280,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,32-017,1989,12,7,615,6.8,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.03,0.01,0.02,0.03,0.01,0.03,Matches
281,Solly March\Solly-March,eng ENG,DF,Brighton,26-231,1994,21,19,1672,18.6,0.11,0.05,0.11,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,0.09,0.09,0.09,0.18,0.09,0.09,0.18,0.09,0.18,Matches
282,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,27-189,1993,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
283,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-093,1995,22,17,1480,16.4,0.24,0.18,0.24,0.00,0.00,0.00,0.06,0.24,0.18,0.43,0.24,0.43,0.40,0.40,0.12,0.52,0.40,0.12,0.53,0.40,0.53,Matches
