Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
91,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-077,1996,18.5,87.5,2.49,23.3,40.2,30.0,2.49,76.5,0.59,1.08,55.0,0.59,0.00,55.0,305.0,188.4,7.84,2.65,0.38,1.08,1.03,65.4,59.4,90.9,3.51,Matches
92,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-158,1997,3.4,80.0,3.24,20.6,53.2,8.24,0.29,79.1,0.00,0.29,0.0,0.00,0.29,50.9,222.6,90.6,2.65,0.29,0.00,0.88,0.59,60.0,54.4,90.7,0.88,Matches
93,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-332,1996,9.1,83.1,13.1,48.8,37.7,1.10,0.33,81.9,0.00,0.00,,0.00,0.00,54.7,256.9,135.5,2.53,0.22,0.00,0.11,0.22,61.5,61.1,99.3,0.11,Matches
94,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-163,1989,15.4,48.7,7.08,28.6,18.6,3.25,1.04,47.3,0.39,0.52,75.0,0.39,0.00,24.5,111.6,60.1,1.36,0.19,0.00,0.26,0.13,29.2,27.5,94.0,0.26,Matches
95,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-337,1991,12.7,52.7,2.91,18.5,25.4,11.7,0.55,42.8,0.24,0.39,60.0,0.24,0.00,25.0,120.7,61.6,2.99,1.02,0.00,0.24,0.39,28.7,27.1,94.2,0.79,Matches
96,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-011,1993,26.7,53.9,11.4,35.5,20.5,0.45,0.37,52.4,0.19,0.26,71.4,0.19,0.04,33.5,157.5,65.3,0.67,0.04,0.00,0.00,0.11,37.8,37.5,99.2,0.04,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-148,1988,9.8,59.3,4.80,21.2,29.8,12.7,1.84,52.9,0.92,1.53,60.0,0.92,0.10,37.9,210.5,100.6,3.78,1.12,0.51,0.82,1.84,40.3,35.7,88.6,2.55,Matches
98,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-039,2000,8.0,22.8,0.00,1.38,9.63,13.3,4.38,21.6,0.75,1.00,75.0,0.75,0.00,13.3,74.4,45.0,1.75,0.88,0.50,3.38,1.63,40.8,16.1,39.6,7.50,Matches
99,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-190,1991,19.8,78.5,11.3,48.4,32.5,2.07,1.01,77.2,0.10,0.10,100.0,0.10,0.00,47.4,278.8,149.1,2.37,0.35,0.00,0.25,0.30,51.9,51.1,98.4,0.05,Matches
100,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-256,1989,8.2,40.6,1.59,6.22,26.8,9.88,1.10,40.2,0.24,0.24,100.0,0.24,0.00,23.5,120.6,48.0,2.56,0.73,0.12,0.85,1.10,30.1,25.9,85.8,1.95,Matches
101,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-055,1994,9.5,42.4,0.95,9.16,16.3,20.3,4.21,41.9,1.37,3.16,43.3,1.58,0.21,29.4,165.3,101.1,4.74,0.95,0.74,1.89,3.05,41.6,30.3,72.9,5.79,Matches
102,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-198,1992,21.9,58.5,4.79,18.4,26.5,16.2,1.14,48.9,0.59,0.82,72.2,0.59,0.00,28.0,147.8,74.5,3.24,1.00,0.18,0.50,0.64,32.7,28.7,87.7,1.55,Matches
103,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-083,1989,26.0,66.3,5.19,22.1,31.0,16.5,0.42,54.0,0.15,0.42,36.4,0.23,0.08,36.8,155.2,74.5,2.81,1.23,0.12,0.19,0.35,39.4,38.2,97.1,0.77,Matches
104,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-064,1998,0.3,23.3,0.00,0.00,10.0,16.7,3.33,20.0,0.00,0.00,,0.00,0.00,13.3,83.3,23.3,3.33,3.33,0.00,0.00,0.00,43.3,13.3,30.8,6.67,Matches
105,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-323,1991,25.9,72.9,2.36,21.3,37.5,19.3,1.66,66.3,0.58,1.04,55.6,0.69,0.00,45.6,263.4,144.6,5.44,2.20,0.39,0.93,0.85,54.3,48.8,89.9,2.82,Matches
106,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-022,1987,12.0,52.5,6.75,30.3,22.9,1.50,1.00,50.8,0.42,0.42,100.0,0.42,0.00,27.0,113.9,61.0,1.08,0.08,0.00,0.17,0.00,32.3,31.4,97.2,0.08,Matches
107,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-151,1990,25.0,32.7,29.3,32.4,0.32,0.04,0.04,19.9,0.00,0.00,,0.00,0.00,10.2,59.5,35.0,0.00,0.00,0.00,0.04,0.00,9.16,9.04,98.7,0.00,Matches
108,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-318,1993,14.6,62.2,5.41,21.3,31.4,13.3,0.96,52.8,0.34,0.48,71.4,0.41,0.00,34.1,154.7,93.0,3.56,1.16,0.27,0.21,0.34,39.0,36.1,92.6,1.64,Matches
109,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-251,1998,9.7,53.6,3.92,21.0,29.5,6.19,0.10,52.7,1.13,1.65,68.8,1.34,0.00,33.6,167.1,86.8,3.09,0.82,0.10,0.41,0.72,38.8,35.5,91.5,1.03,Matches
110,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,23-023,1998,0.8,57.5,1.25,6.25,13.8,40.0,15.0,57.5,1.25,2.50,50.0,1.25,0.00,40.0,115.0,57.5,3.75,1.25,0.00,3.75,6.25,78.8,48.8,61.9,23.8,Matches
111,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-055,2000,0.4,60.0,12.5,37.5,20.0,7.50,0.00,60.0,2.50,2.50,100.0,2.50,0.00,40.0,347.5,155.0,2.50,5.00,0.00,0.00,0.00,47.5,40.0,84.2,0.00,Matches
112,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-306,1990,11.0,43.1,7.91,27.1,16.6,1.73,1.09,41.9,0.00,0.00,,0.00,0.00,23.3,126.0,61.0,0.91,0.36,0.00,0.27,0.00,25.7,25.1,97.5,0.00,Matches
113,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-253,1991,19.4,76.2,0.67,6.13,33.8,42.5,5.21,69.6,1.70,2.94,57.9,1.91,0.05,53.2,297.6,192.2,9.38,3.56,1.49,1.55,1.29,66.6,58.1,87.2,8.66,Matches
114,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-028,2003,0.4,27.5,0.00,2.50,17.5,7.50,2.50,17.5,0.00,0.00,,0.00,0.00,15.0,7.50,0.00,0.00,0.00,0.00,5.00,2.50,40.0,17.5,43.8,10.0,Matches
115,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-107,1989,2.4,92.1,2.92,28.3,54.6,17.1,0.00,88.3,2.08,3.33,62.5,2.08,0.00,67.9,315.0,161.7,6.25,2.08,0.00,0.42,0.83,74.2,72.5,97.8,0.83,Matches
116,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-327,1995,20.7,49.2,3.67,15.5,26.7,9.32,2.56,48.6,0.34,0.53,63.6,0.34,0.05,24.7,124.0,62.9,2.03,0.43,0.10,0.82,0.34,37.2,31.8,85.6,2.42,Matches
117,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-131,1991,7.1,24.9,1.55,3.94,11.5,10.0,4.08,24.5,1.13,1.41,80.0,1.13,0.00,13.7,34.2,12.8,0.28,0.00,0.00,1.13,2.25,49.0,18.0,36.8,3.80,Matches
118,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-000,1999,5.9,62.4,3.05,17.6,40.0,9.32,1.36,61.4,1.02,1.53,66.7,1.02,0.00,37.5,186.8,101.0,4.41,2.03,0.00,0.34,2.03,45.4,41.5,91.4,1.19,Matches
119,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-323,1998,12.1,42.1,1.24,8.68,17.5,18.7,2.15,41.4,1.98,4.13,48.0,2.07,0.17,28.4,144.3,94.2,4.79,1.24,0.58,2.40,3.06,42.0,28.2,67.1,5.87,Matches
120,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-084,1996,18.0,55.0,1.33,7.39,23.8,27.0,5.22,49.6,1.89,3.78,50.0,2.06,0.17,35.9,188.7,123.3,6.61,1.67,1.28,2.33,1.22,51.4,37.2,72.3,6.56,Matches
121,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-298,1997,24.8,92.9,8.43,36.8,61.4,2.42,0.85,91.7,0.12,0.24,50.0,0.12,0.00,68.1,420.4,256.1,6.81,0.56,0.00,0.24,0.08,76.3,75.2,98.5,0.40,Matches
122,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-052,1994,21.0,68.3,12.9,41.3,29.2,2.00,0.67,66.5,0.14,0.14,100.0,0.14,0.00,41.3,236.0,140.3,2.62,0.43,0.10,0.10,0.10,47.1,46.4,98.6,0.19,Matches
123,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-231,1993,17.8,71.0,3.65,19.6,31.2,23.6,1.52,59.6,0.17,0.51,33.3,0.22,0.00,35.0,157.8,89.7,3.37,1.46,0.17,0.84,1.18,45.8,39.4,86.1,4.21,Matches
124,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-243,1991,4.1,86.1,6.34,35.6,52.0,2.20,1.22,85.4,0.00,0.00,,0.00,0.00,59.8,218.0,101.5,3.17,0.00,0.00,0.24,0.00,70.0,68.5,97.9,0.73,Matches
125,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-058,1997,6.3,47.6,6.03,22.5,25.7,0.95,0.63,46.2,0.32,0.32,100.0,0.32,0.00,27.3,144.1,75.9,2.22,0.16,0.00,0.00,0.32,31.6,30.8,97.5,0.16,Matches
126,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-266,1998,11.5,47.6,1.39,10.7,23.0,16.7,3.30,46.5,2.43,4.70,51.9,2.78,0.17,32.5,128.4,68.2,4.52,1.13,0.87,2.96,1.74,39.2,29.1,74.3,4.78,Matches
127,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-051,1992,11.7,70.8,4.10,21.5,33.7,19.2,1.45,60.6,0.43,1.03,41.7,0.51,0.00,36.2,153.8,84.4,4.70,1.54,0.09,0.94,0.85,47.4,42.4,89.5,3.16,Matches
128,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-079,1997,14.2,82.0,11.7,44.5,40.6,2.39,1.41,80.8,0.07,0.28,25.0,0.14,0.00,58.2,354.1,205.9,4.51,0.14,0.14,0.21,0.21,64.0,62.5,97.7,0.49,Matches
129,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-066,1993,23.7,57.6,2.28,17.0,31.6,12.7,1.39,57.2,0.68,1.01,66.7,0.72,0.08,35.6,172.0,87.5,2.87,1.10,0.04,1.05,1.01,44.0,38.9,88.6,3.04,Matches
130,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-052,1989,2.0,38.0,33.0,38.0,0.00,0.00,0.00,22.5,0.00,0.00,,0.00,0.00,16.5,49.0,30.0,0.00,0.00,0.00,0.00,0.00,14.0,14.0,100.0,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-163,1991,2.9,44.5,6.55,20.7,18.3,6.21,0.00,39.7,0.34,0.69,50.0,0.34,0.00,20.7,50.0,21.4,0.34,0.00,0.00,0.34,0.34,22.1,19.7,89.1,0.34,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-107,1991,24.0,71.4,11.7,41.7,29.5,3.96,1.50,69.0,0.21,0.21,100.0,0.21,0.00,45.7,255.0,124.9,2.71,0.67,0.00,0.21,0.08,49.4,48.6,98.4,0.46,Matches
133,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-140,1997,2.0,53.0,9.50,31.5,17.5,5.00,4.00,52.5,0.00,0.00,,0.00,0.00,21.5,116.0,11.0,0.00,0.00,0.00,0.00,0.00,28.0,26.0,92.9,4.00,Matches
134,Ederson\Ederson,br BRA,GK,Manchester City,27-203,1993,27.0,31.3,27.2,31.3,0.07,0.00,0.00,25.3,0.00,0.00,,0.00,0.00,18.9,92.5,57.8,0.00,0.00,0.00,0.00,0.00,18.7,18.6,99.4,0.00,Matches
135,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-019,1998,1.3,38.5,0.00,8.46,17.7,15.4,4.62,38.5,0.77,3.08,25.0,0.77,0.00,29.2,184.6,134.6,7.69,0.77,1.54,1.54,1.54,37.7,27.7,73.5,3.85,Matches
136,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-139,1992,21.1,48.0,7.73,26.0,23.4,1.75,0.76,47.3,0.09,0.09,100.0,0.09,0.00,23.7,169.4,105.0,2.70,0.24,0.00,0.14,0.00,27.6,26.6,96.2,0.19,Matches
137,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-180,1987,5.8,72.8,4.14,23.8,31.0,21.7,1.72,59.3,0.52,0.69,75.0,0.52,0.00,36.4,160.9,82.9,4.31,1.55,0.34,0.34,0.69,41.4,38.3,92.5,1.90,Matches
138,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-240,1992,11.9,63.4,4.54,21.3,39.0,6.64,0.25,62.4,0.34,0.50,66.7,0.34,0.08,47.4,232.4,118.0,3.70,0.67,0.00,0.17,0.42,50.1,47.5,94.8,0.34,Matches
139,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-064,1988,21.5,69.1,10.5,39.9,31.0,1.58,0.60,67.6,0.28,0.28,100.0,0.28,0.00,42.4,201.0,96.3,1.53,0.14,0.00,0.23,0.19,45.8,44.7,97.7,0.14,Matches
140,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-252,1998,21.0,51.4,0.95,8.33,26.3,22.4,1.81,47.9,2.38,3.81,62.5,2.52,0.19,41.2,275.8,144.5,6.95,2.29,0.48,1.52,2.05,44.8,36.0,80.5,4.48,Matches
141,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-324,1985,24.0,30.0,27.1,30.0,0.00,0.00,0.00,19.4,0.00,0.00,,0.00,0.00,13.0,79.9,46.6,0.00,0.00,0.00,0.00,0.00,9.96,9.92,99.6,0.00,Matches
142,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-136,1993,18.5,88.4,7.35,38.6,50.6,3.62,0.32,87.1,0.16,0.27,60.0,0.22,0.00,58.2,279.9,157.8,5.51,0.43,0.00,0.11,0.16,66.6,65.6,98.5,0.43,Matches
143,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-181,1994,26.4,78.1,1.14,9.28,35.0,37.7,3.52,71.9,0.61,1.63,37.2,0.76,0.08,47.7,207.0,118.9,6.93,2.05,0.38,1.25,1.14,71.1,59.0,83.0,8.45,Matches
144,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-015,1989,15.3,48.8,10.1,30.4,15.8,4.12,0.39,45.8,0.00,0.00,,0.00,0.00,23.7,94.1,34.0,0.33,0.07,0.00,0.13,0.26,26.4,25.3,95.8,0.26,Matches
145,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-308,1985,7.8,89.4,2.95,12.1,69.4,13.1,0.51,87.9,0.64,0.77,83.3,0.77,0.00,65.0,324.5,186.2,11.2,2.82,0.26,0.38,0.26,71.9,69.4,96.4,0.90,Matches
146,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-304,1998,0.7,62.9,7.14,24.3,40.0,2.86,0.00,62.9,1.43,2.86,50.0,2.86,0.00,20.0,45.7,27.1,1.43,1.43,0.00,0.00,1.43,17.1,17.1,100.0,0.00,Matches
147,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-157,1991,23.8,51.6,0.25,3.66,24.2,26.5,7.35,50.2,1.30,1.97,66.0,1.34,0.13,35.7,154.7,77.8,4.96,1.18,1.01,1.97,1.47,55.3,39.1,70.8,10.3,Matches
148,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-196,1991,18.6,52.6,1.18,8.92,25.5,21.6,1.34,48.9,1.08,1.67,64.5,1.13,0.22,32.8,166.0,104.3,4.84,2.04,0.27,0.75,1.29,38.3,34.4,89.6,2.31,Matches
149,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-284,2000,13.9,58.6,0.72,4.96,20.1,37.1,8.27,55.5,2.30,3.96,58.2,2.66,0.29,43.2,207.1,122.4,7.70,1.80,2.23,1.80,1.73,56.3,45.7,81.2,8.92,Matches
150,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-081,2000,16.7,74.2,9.52,37.0,39.6,3.17,0.72,71.9,0.48,0.60,80.0,0.48,0.00,48.4,335.2,191.0,5.51,0.78,0.00,0.54,0.42,50.4,48.6,96.6,0.12,Matches
151,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-014,1996,19.0,43.7,0.79,7.89,22.3,16.3,2.47,42.8,0.68,1.68,40.6,0.74,0.00,28.9,154.1,79.2,4.16,1.11,0.58,0.89,1.11,41.0,30.5,74.5,4.21,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-356,1988,3.0,41.3,33.0,41.0,0.33,0.00,0.00,25.7,0.00,0.00,,0.00,0.00,17.0,67.7,36.3,0.00,0.00,0.00,0.00,0.00,14.3,14.3,100.0,0.00,Matches
153,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-065,1998,0.9,94.4,1.11,17.8,42.2,41.1,4.44,90.0,0.00,0.00,,0.00,0.00,67.8,292.2,174.4,7.78,4.44,1.11,1.11,2.22,73.3,71.1,97.0,8.89,Matches
154,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-012,1994,8.4,42.7,1.19,6.31,12.3,26.3,2.38,35.8,0.24,0.36,66.7,0.24,0.12,25.8,131.0,66.4,4.40,0.48,0.48,0.83,0.83,41.1,28.1,68.4,4.17,Matches
155,Fred\Fred,br BRA,MF,Manchester Utd,28-003,1993,19.4,76.2,2.63,19.3,46.1,16.1,0.62,74.4,0.93,1.29,72.0,1.19,0.00,50.8,241.1,115.3,3.51,1.34,0.10,0.98,1.19,56.9,53.2,93.6,1.24,Matches
156,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-149,1992,4.9,54.3,5.51,14.9,23.5,18.2,1.84,48.6,0.41,0.82,50.0,0.41,0.00,26.9,122.7,75.3,3.88,1.02,0.20,0.20,0.00,35.5,29.2,82.2,2.65,Matches
157,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-335,1986,7.8,84.9,6.92,29.6,47.8,11.2,0.26,75.9,0.00,0.26,0.0,0.00,0.00,48.2,184.0,89.2,3.46,1.03,0.00,0.26,0.13,57.7,55.6,96.4,0.38,Matches
158,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-128,1995,22.6,48.5,4.25,14.3,21.0,15.3,1.73,39.4,0.40,0.80,50.0,0.49,0.00,19.1,95.0,51.6,2.12,1.11,0.09,1.15,0.44,29.5,24.5,82.9,1.55,Matches
159,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-030,2000,20.9,48.3,2.25,11.2,25.5,15.1,1.48,46.9,1.44,2.20,65.2,1.44,0.10,32.7,173.7,78.6,3.21,0.96,0.33,1.44,1.44,33.6,28.8,85.5,2.54,Matches
160,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-058,2001,2.2,109.5,9.09,29.5,81.4,5.00,0.00,107.7,0.00,0.00,,0.00,0.00,80.5,505.9,327.7,14.1,2.27,0.00,0.00,0.00,90.9,88.2,97.0,0.00,Matches
161,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-142,1990,2.3,28.7,1.30,3.91,12.6,13.5,3.91,27.0,0.00,0.00,,0.00,0.00,14.8,80.9,46.1,1.30,1.30,0.00,1.30,0.43,37.4,16.1,43.0,5.22,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-121,1990,23.5,24.5,22.5,24.4,0.09,0.00,0.00,16.2,0.00,0.00,,0.00,0.00,9.02,37.7,16.5,0.00,0.00,0.00,0.00,0.00,9.45,9.40,99.5,0.00,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-309,1995,9.0,49.9,0.67,3.89,17.6,32.4,5.22,46.7,2.33,3.56,65.6,2.33,0.11,32.9,175.8,116.8,7.22,2.44,1.00,2.22,2.22,53.7,39.1,72.9,8.78,Matches
164,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-163,1989,9.0,43.8,6.00,17.1,19.8,8.67,0.33,39.1,0.22,0.33,66.7,0.22,0.00,20.8,125.2,61.4,2.56,0.56,0.00,0.56,0.33,24.0,21.0,87.5,1.00,Matches
165,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-040,2000,1.1,60.9,0.91,5.45,34.5,26.4,0.91,58.2,0.00,0.91,0.0,0.00,0.00,41.8,230.0,130.0,9.09,4.55,0.00,3.64,0.91,57.3,46.4,81.0,4.55,Matches
166,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-270,2001,0.4,110.0,2.50,20.0,65.0,30.0,0.00,110.0,0.00,2.50,0.0,0.00,2.50,77.5,332.5,127.5,7.50,0.00,0.00,0.00,0.00,87.5,82.5,94.3,2.50,Matches
167,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-159,1986,7.9,35.1,1.14,4.18,15.9,15.7,4.81,34.3,0.13,0.38,33.3,0.13,0.00,15.9,26.8,8.99,0.38,0.00,0.00,1.90,1.14,51.6,27.2,52.7,6.20,Matches
168,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-052,1998,18.7,53.6,6.74,27.3,24.8,5.67,0.59,48.7,0.32,0.53,60.0,0.37,0.00,28.2,185.7,106.7,2.57,0.96,0.11,0.70,0.64,31.6,29.4,92.9,0.21,Matches
169,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-221,1993,13.3,62.2,1.80,14.3,37.9,14.5,0.90,61.4,1.58,2.56,61.8,1.73,0.08,46.3,216.8,99.8,4.36,1.35,0.15,1.05,2.41,48.3,43.9,91.0,2.11,Matches
170,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-289,1997,6.6,89.5,10.5,40.6,53.3,0.91,0.00,88.5,0.61,0.61,100.0,0.61,0.00,63.2,291.5,162.3,4.09,0.00,0.00,0.15,0.91,64.5,64.2,99.5,0.00,Matches
171,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-012,2001,1.0,45.0,2.00,14.0,15.0,18.0,3.00,44.0,3.00,7.00,42.9,3.00,0.00,37.0,212.0,116.0,4.00,0.00,1.00,3.00,4.00,39.0,28.0,71.8,5.00,Matches
172,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-171,1997,12.1,28.3,1.16,3.31,12.7,13.9,3.47,26.8,0.99,1.65,60.0,1.16,0.08,16.9,99.3,34.0,2.15,0.66,0.74,2.40,1.49,37.9,18.5,48.8,6.53,Matches
173,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-253,1996,0.2,80.0,0.00,10.0,15.0,55.0,5.00,75.0,0.00,0.00,,0.00,0.00,60.0,300.0,85.0,5.00,0.00,0.00,5.00,0.00,70.0,50.0,71.4,15.0,Matches
174,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-179,1995,22.0,58.5,0.86,6.05,24.5,34.1,7.68,54.4,2.59,4.00,64.8,2.73,0.00,45.2,366.1,235.4,12.5,3.64,3.41,1.68,1.77,56.4,42.5,75.3,7.73,Matches
175,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-158,2001,13.4,45.7,0.22,5.15,19.6,24.6,4.10,45.4,2.16,3.81,56.9,2.46,0.15,38.4,196.9,101.3,5.60,1.27,1.34,1.49,1.94,50.1,37.3,74.4,6.94,Matches
176,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-266,1991,16.9,69.6,1.07,12.3,33.5,27.8,3.02,61.2,0.53,1.01,52.9,0.53,0.00,43.5,201.7,90.6,5.21,1.72,0.30,0.89,0.65,55.9,48.3,86.3,4.56,Matches
177,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-273,1988,1.6,38.1,1.25,5.63,11.3,21.9,2.50,36.9,0.63,0.63,100.0,0.63,0.00,26.3,213.8,105.0,8.13,0.00,1.25,1.25,1.25,35.6,24.4,68.4,3.13,Matches
178,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-057,1987,28.0,30.8,26.8,30.8,0.07,0.00,0.00,19.8,0.00,0.00,,0.00,0.00,11.2,52.3,29.6,0.00,0.00,0.00,0.00,0.00,10.5,10.5,99.7,0.00,Matches
179,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-135,1990,18.3,81.1,1.15,10.1,48.6,29.1,3.99,79.1,1.15,1.80,63.6,1.31,0.05,57.9,297.2,159.3,7.43,3.06,0.55,0.87,0.60,74.7,67.4,90.2,5.25,Matches
180,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-353,2004,0.1,30.0,0.00,0.00,20.0,10.0,10.0,30.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.0,10.0,12.5,0.00,Matches
181,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-259,1994,10.4,36.9,1.15,2.79,18.5,17.0,5.19,36.0,0.77,1.35,57.1,0.87,0.10,19.2,58.9,18.0,0.77,0.38,0.00,3.27,1.83,53.9,28.5,52.8,6.63,Matches
182,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-000,2000,0.4,55.0,0.00,5.00,40.0,15.0,0.00,55.0,2.50,2.50,100.0,2.50,0.00,30.0,105.0,45.0,2.50,2.50,0.00,2.50,0.00,35.0,30.0,85.7,5.00,Matches
183,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-108,1996,21.7,50.0,1.38,9.49,17.6,26.3,3.27,48.7,1.47,2.49,59.3,1.57,0.14,35.9,204.0,114.4,6.27,1.52,0.69,2.58,2.12,46.2,35.6,77.0,6.22,Matches
184,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-235,1995,4.0,47.3,6.75,25.3,22.0,2.50,2.00,45.8,0.00,0.00,,0.00,0.00,21.8,106.8,40.3,0.25,0.00,0.00,0.50,0.00,24.8,22.8,91.9,0.00,Matches
