Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
71,Kean Bryan\Kean-Bryan,eng ENG,DF,Sheffield Utd,24-127,1996,7.3,2.05,1.23,1.37,0.55,0.14,0.68,1.37,50.0,0.68,11.9,3.29,27.6,6.85,3.97,1.10,2.19,0.82,0.00,1.37,2.19,4.25,5.07,0.14,Matches
72,Oliver Burke\Oliver-Burke,sco SCO,FW,Sheffield Utd,23-335,1997,10.7,1.21,0.75,0.28,0.65,0.28,0.28,1.87,15.0,1.59,29.6,5.51,18.6,2.43,13.6,13.6,1.96,0.00,0.00,1.96,0.19,1.40,0.28,0.00,Matches
73,Dan Burn\Dan-Burn,eng ENG,DF,Brighton,28-303,1992,16.4,1.95,0.67,1.28,0.55,0.12,0.67,1.95,34.4,1.28,13.0,4.51,34.6,6.16,4.70,2.20,1.52,0.12,0.00,1.40,1.16,3.11,3.78,0.00,Matches
74,David Button\David-Button,eng ENG,GK,West Brom,32-009,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
75,Oskar Buur\Oskar-Buur,dk DEN,DF,Wolves,22-342,1998,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,25.0,0.00,0.0,15.0,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
76,Willy Caballero\Willy-Caballero,ar ARG,GK,Chelsea,39-161,1981,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
77,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,35-079,1985,13.0,0.62,0.38,0.46,0.15,0.00,0.15,0.46,33.3,0.31,4.85,1.31,27.0,3.31,1.23,0.31,2.00,1.38,0.00,0.62,0.62,1.23,5.08,0.08,Matches
78,Tom Cairney\Tom-Cairney,sco SCO,MF,Fulham,30-047,1991,8.4,0.60,0.48,0.12,0.24,0.24,0.00,0.36,0.0,0.36,7.74,2.50,32.3,2.14,3.81,1.79,0.71,0.00,0.00,0.71,0.12,0.71,0.36,0.00,Matches
79,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,23-357,1997,21.9,0.50,0.41,0.00,0.18,0.32,0.05,0.37,12.5,0.32,9.91,3.24,32.7,0.87,4.02,5.02,1.23,0.32,0.00,0.91,0.18,0.68,1.05,0.00,Matches
80,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,26-285,1994,20.6,2.96,1.70,1.60,1.12,0.24,1.41,3.20,43.9,1.80,12.3,4.37,35.4,5.05,4.90,2.38,1.50,0.15,0.00,1.36,1.80,4.76,1.21,0.05,Matches
81,Ian Carlo Poveda\Ian-Carlo-Poveda,eng ENG,MFDF,Leeds United,21-027,2000,2.8,2.50,1.79,2.14,0.00,0.36,1.79,3.57,50.0,1.79,16.1,4.29,26.7,5.71,6.43,3.93,1.07,0.36,0.00,0.71,0.00,2.50,0.00,0.00,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-061,1989,4.2,0.24,0.00,0.24,0.00,0.00,0.00,1.19,0.0,1.19,13.1,3.10,23.6,1.67,6.67,4.76,0.48,0.00,0.00,0.48,0.24,0.48,2.38,0.00,Matches
83,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-213,1997,20.2,2.82,1.49,1.39,1.19,0.25,1.34,2.67,50.0,1.34,15.0,4.26,28.3,7.62,6.04,1.39,2.77,0.59,0.00,2.18,1.68,4.50,3.91,0.10,Matches
84,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-157,1986,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
85,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-093,1995,16.1,2.86,1.68,1.49,1.06,0.31,0.99,1.93,51.6,0.93,13.4,3.73,27.8,5.59,4.91,2.92,2.24,0.06,0.00,2.17,0.87,3.73,2.61,0.00,Matches
86,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-005,1994,4.5,1.56,1.11,0.89,0.22,0.44,0.67,2.44,27.3,1.78,16.7,3.78,22.7,5.11,8.22,3.33,1.78,0.67,0.00,1.11,0.89,2.44,1.11,0.00,Matches
87,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-141,1993,19.2,0.89,0.73,0.42,0.26,0.21,0.10,0.68,15.4,0.57,15.5,4.38,28.3,2.66,6.72,6.09,1.51,0.05,0.00,1.46,0.57,1.46,0.73,0.05,Matches
88,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-022,1987,10.3,0.87,0.49,0.00,0.39,0.49,0.29,1.07,27.3,0.78,13.8,3.50,25.4,1.07,4.95,7.77,0.49,0.10,0.00,0.39,0.68,1.55,0.58,0.00,Matches
89,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-213,1996,12.5,2.16,2.00,0.96,0.88,0.32,0.64,2.88,22.2,2.24,14.5,4.24,29.3,6.88,5.12,2.48,1.52,0.40,0.08,1.12,1.68,3.84,1.36,0.00,Matches
90,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-047,1995,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.0,1.00,6.00,2.00,33.3,5.00,1.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,10.0,0.00,Matches
91,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-077,1996,18.5,1.95,1.30,0.76,0.92,0.27,0.54,1.51,35.7,0.97,11.3,3.84,34.0,4.54,4.81,1.95,2.65,0.16,0.00,2.49,0.86,2.81,2.49,0.00,Matches
92,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-158,1997,3.4,3.24,2.06,1.47,1.76,0.00,0.59,2.94,20.0,2.35,15.3,5.29,34.6,5.29,8.82,1.18,2.65,0.59,0.00,2.06,0.88,4.12,1.76,0.29,Matches
93,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-332,1996,9.1,1.32,0.77,0.99,0.33,0.00,0.33,0.66,50.0,0.33,5.05,1.76,34.8,3.41,1.43,0.22,1.76,1.10,0.00,0.66,1.43,2.75,6.04,0.00,Matches
94,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-163,1989,15.4,1.36,0.71,0.91,0.32,0.13,0.06,0.45,14.3,0.39,6.95,2.14,30.8,4.42,2.08,0.45,2.21,0.84,0.00,1.36,1.04,2.40,5.84,0.00,Matches
95,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-337,1991,12.7,1.57,0.63,1.10,0.47,0.00,0.55,1.10,50.0,0.55,9.06,2.44,27.0,5.75,2.20,1.10,1.97,0.16,0.00,1.81,1.02,2.60,2.52,0.00,Matches
96,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-011,1993,26.7,0.79,0.52,0.60,0.19,0.00,0.34,0.94,36.0,0.60,4.79,1.54,32.0,3.71,1.09,0.00,1.72,1.27,0.00,0.45,0.71,1.50,4.12,0.04,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-148,1988,9.8,2.24,1.53,1.43,0.71,0.10,1.22,2.55,48.0,1.33,12.1,3.47,28.6,7.35,3.27,1.53,1.73,0.31,0.00,1.43,0.61,2.86,2.55,0.00,Matches
98,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-039,2000,8.0,0.88,0.63,0.25,0.50,0.13,0.13,0.63,20.0,0.50,14.4,4.50,31.3,0.75,6.88,6.75,1.00,0.13,0.00,0.88,0.00,0.88,0.13,0.00,Matches
99,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-190,1991,19.8,3.28,2.22,2.17,1.06,0.05,1.46,2.42,60.4,0.96,11.9,5.20,43.8,7.42,4.09,0.35,1.77,1.21,0.00,0.56,1.82,5.10,4.90,0.05,Matches
100,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-256,1989,8.2,1.83,1.10,0.37,1.10,0.37,0.61,1.46,41.7,0.85,13.4,4.27,31.8,3.41,6.83,3.17,1.10,0.37,0.00,0.73,0.61,2.44,1.22,0.00,Matches
101,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-055,1994,9.5,2.11,1.26,1.05,0.32,0.74,0.53,2.11,25.0,1.58,19.5,5.58,28.6,6.84,6.63,6.00,1.58,0.00,0.00,1.58,0.53,2.63,0.63,0.00,Matches
102,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-198,1992,21.9,2.88,1.64,2.28,0.55,0.05,1.69,3.15,53.6,1.46,13.1,3.42,26.1,7.03,4.25,1.83,2.24,0.09,0.00,2.15,0.96,3.84,3.74,0.05,Matches
103,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-083,1989,26.0,1.04,0.46,0.50,0.46,0.08,0.46,0.92,50.0,0.46,5.92,1.73,29.2,3.38,2.15,0.38,1.46,0.42,0.00,1.04,0.92,1.96,2.65,0.00,Matches
104,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-064,1998,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,23.3,6.67,28.6,6.67,3.33,13.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
105,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-323,1991,25.9,2.47,1.62,1.47,0.85,0.15,0.97,2.70,35.7,1.74,14.6,5.17,35.4,5.68,7.10,1.81,1.47,0.08,0.00,1.39,1.51,3.98,1.58,0.04,Matches
106,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-022,1987,12.0,0.83,0.58,0.75,0.08,0.00,0.25,0.92,27.3,0.67,4.00,1.17,29.2,2.58,1.33,0.08,1.58,1.00,0.00,0.58,0.50,1.33,4.75,0.08,Matches
107,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-151,1990,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.08,0.00,0.0,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.00,Matches
108,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-318,1993,14.6,1.78,0.89,0.96,0.55,0.27,0.68,1.92,35.7,1.23,12.3,2.74,22.3,6.10,4.32,1.85,1.58,0.27,0.00,1.30,0.75,2.53,4.86,0.00,Matches
109,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-251,1998,9.7,2.27,1.96,1.44,0.72,0.10,0.62,2.47,25.0,1.86,16.0,5.36,33.5,7.94,6.19,1.86,1.65,0.62,0.00,1.03,2.16,4.43,1.55,0.00,Matches
110,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,23-023,1998,0.8,1.25,1.25,0.00,0.00,1.25,0.00,0.00,,0.00,11.3,5.00,44.4,1.25,5.00,5.00,0.00,0.00,0.00,0.00,0.00,1.25,1.25,0.00,Matches
111,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-055,2000,0.4,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.0,5.00,30.0,0.00,0.0,12.5,15.0,2.50,7.50,2.50,0.00,5.00,5.00,5.00,0.00,0.00,Matches
112,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-306,1990,11.0,0.73,0.64,0.73,0.00,0.00,0.09,0.55,16.7,0.45,6.27,2.09,33.3,4.45,1.82,0.00,1.18,0.82,0.00,0.36,1.73,2.45,5.73,0.00,Matches
113,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-253,1991,19.4,1.70,1.39,0.36,0.82,0.52,0.46,2.27,20.5,1.80,15.8,5.41,34.3,1.86,6.91,7.01,1.19,0.10,0.00,1.08,0.62,2.32,0.36,0.00,Matches
114,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-028,2003,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,15.0,2.50,16.7,0.00,12.5,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
115,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-107,1989,2.4,1.25,0.42,0.83,0.42,0.00,0.00,0.42,0.0,0.42,8.33,1.67,20.0,3.33,5.00,0.00,1.25,0.00,0.00,1.25,1.67,2.92,1.25,0.00,Matches
116,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-327,1995,20.7,1.74,1.06,1.06,0.53,0.14,0.82,2.13,38.6,1.30,16.0,4.78,29.8,7.39,6.86,1.79,2.27,0.63,0.00,1.64,0.87,2.61,2.51,0.00,Matches
117,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-131,1991,7.1,0.85,0.42,0.28,0.28,0.28,0.00,0.42,0.0,0.42,9.01,3.38,37.5,1.41,2.96,4.65,0.42,0.00,0.00,0.42,0.00,0.85,1.41,0.00,Matches
118,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-000,1999,5.9,2.71,2.37,1.36,1.36,0.00,1.02,2.03,50.0,1.02,17.5,7.12,40.8,5.59,10.5,1.36,1.02,0.00,0.00,1.02,0.85,3.56,1.36,0.00,Matches
119,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-323,1998,12.1,2.40,1.32,1.49,0.41,0.50,0.99,2.48,40.0,1.49,22.6,4.55,20.1,10.8,7.11,4.63,2.15,0.08,0.00,2.07,1.07,3.47,0.33,0.00,Matches
120,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-084,1996,18.0,1.33,0.72,0.61,0.44,0.28,0.39,2.06,18.9,1.67,15.0,4.28,28.5,3.94,5.78,5.28,1.28,0.06,0.00,1.22,1.11,2.44,1.06,0.00,Matches
121,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-298,1997,24.8,1.01,0.73,0.52,0.40,0.08,0.12,0.56,21.4,0.44,5.44,2.06,37.8,2.62,2.18,0.65,1.45,0.73,0.00,0.73,0.65,1.65,3.51,0.00,Matches
122,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-052,1994,21.0,0.86,0.48,0.52,0.29,0.05,0.33,0.67,50.0,0.33,5.33,1.62,30.4,3.43,1.71,0.19,1.86,1.33,0.00,0.52,0.67,1.52,6.57,0.00,Matches
123,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-231,1993,17.8,2.92,1.52,2.02,0.62,0.28,1.12,2.13,52.6,1.01,14.2,3.93,27.7,6.80,4.61,2.81,2.47,0.11,0.00,2.36,0.51,3.43,3.03,0.00,Matches
124,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-243,1991,4.1,0.98,0.24,0.49,0.49,0.00,0.00,0.00,,0.00,3.41,0.73,21.4,1.71,1.71,0.00,0.73,0.49,0.00,0.24,0.00,0.98,3.17,0.24,Matches
125,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-058,1997,6.3,1.43,1.11,0.63,0.79,0.00,0.32,0.63,50.0,0.32,5.71,1.75,30.6,2.22,3.02,0.48,1.27,0.95,0.00,0.32,0.79,2.22,4.29,0.16,Matches
126,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-266,1998,11.5,3.48,1.65,2.00,0.70,0.78,1.30,3.91,33.3,2.61,23.7,6.78,28.7,8.52,8.87,6.26,2.00,0.00,0.00,2.00,0.78,4.26,1.04,0.00,Matches
127,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-051,1992,11.7,1.45,0.43,0.43,0.60,0.43,0.77,2.05,37.5,1.28,12.9,2.56,19.9,5.04,5.30,2.56,2.74,0.43,0.00,2.31,1.11,2.56,3.59,0.00,Matches
128,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-079,1997,14.2,1.34,0.92,0.99,0.35,0.00,0.42,0.77,54.5,0.35,6.83,2.75,40.2,4.08,2.39,0.35,2.11,1.27,0.00,0.85,0.85,2.18,4.51,0.14,Matches
129,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-066,1993,23.7,2.03,1.48,1.18,0.59,0.25,0.55,1.69,32.5,1.14,18.9,5.44,28.7,8.02,7.59,3.33,1.52,0.38,0.00,1.14,1.18,3.21,1.14,0.04,Matches
130,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-052,1989,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-163,1991,2.9,1.38,0.34,1.03,0.34,0.00,1.03,2.07,50.0,1.03,7.59,1.38,18.2,3.79,2.76,1.03,1.72,0.34,0.00,1.38,1.03,2.41,6.90,0.00,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-107,1991,24.0,1.25,0.71,0.79,0.38,0.08,0.42,0.71,58.8,0.29,5.50,2.21,40.2,3.13,2.08,0.29,1.25,0.75,0.04,0.50,0.79,2.04,3.67,0.04,Matches
133,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-140,1997,2.0,0.50,0.50,0.50,0.00,0.00,0.50,0.50,100.0,0.00,6.50,3.50,53.8,4.00,2.00,0.50,2.00,1.50,0.00,0.50,0.00,0.50,3.50,0.00,Matches
134,Ederson\Ederson,br BRA,GK,Manchester City,27-203,1993,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.0,0.04,0.11,0.00,0.0,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,Matches
135,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-019,1998,1.3,2.31,0.00,0.77,0.77,0.77,0.00,0.77,0.0,0.77,11.5,1.54,13.3,3.08,6.92,1.54,1.54,0.00,0.00,1.54,0.77,3.08,0.00,0.00,Matches
136,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-139,1992,21.1,1.61,1.04,1.18,0.38,0.05,0.43,1.04,40.9,0.62,8.39,2.65,31.6,5.12,3.08,0.19,1.94,1.04,0.05,0.90,1.18,2.80,5.26,0.05,Matches
137,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-180,1987,5.8,1.55,1.03,1.03,0.34,0.17,0.86,1.38,62.5,0.52,7.76,2.93,37.8,3.79,3.10,0.86,1.21,0.34,0.00,0.86,2.59,4.14,2.93,0.00,Matches
138,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-240,1992,11.9,0.92,0.59,0.59,0.34,0.00,0.42,0.92,45.5,0.50,10.7,3.36,31.5,4.12,4.87,1.68,1.18,0.34,0.00,0.84,1.09,2.02,1.09,0.08,Matches
139,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-064,1988,21.5,0.79,0.42,0.60,0.14,0.05,0.37,0.84,44.4,0.47,6.70,2.65,39.6,4.33,2.28,0.09,0.98,0.23,0.00,0.74,1.35,2.14,5.16,0.00,Matches
140,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-252,1998,21.0,1.19,0.67,0.62,0.43,0.14,0.43,1.19,36.0,0.76,10.4,3.24,31.1,2.71,5.38,2.33,1.48,0.14,0.00,1.33,0.71,1.90,0.10,0.00,Matches
141,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-324,1985,24.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.21,0.04,20.0,0.21,0.00,0.00,0.13,0.00,0.00,0.13,0.00,0.00,0.00,0.00,Matches
142,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-136,1993,18.5,2.54,1.78,0.97,1.41,0.16,1.03,1.95,52.8,0.92,9.08,3.30,36.3,3.68,4.81,0.59,1.41,0.49,0.00,0.92,1.41,3.95,3.62,0.00,Matches
143,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-181,1994,26.4,1.93,1.29,0.72,0.80,0.42,0.64,2.61,24.6,1.97,20.4,4.81,23.6,3.52,9.81,7.05,1.40,0.04,0.00,1.36,0.53,2.46,0.76,0.00,Matches
144,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-015,1989,15.3,1.83,0.92,1.31,0.39,0.13,0.72,1.24,57.9,0.52,8.50,2.55,30.0,5.69,2.42,0.39,2.42,1.50,0.00,0.92,0.39,2.22,6.73,0.07,Matches
145,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-308,1985,7.8,2.56,1.79,0.51,1.67,0.38,0.90,2.56,35.0,1.67,13.7,3.97,29.0,2.56,9.23,1.92,0.64,0.00,0.00,0.64,1.79,4.36,2.31,0.00,Matches
146,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-304,1998,0.7,12.9,10.0,5.71,7.14,0.00,2.86,4.29,66.7,1.43,31.4,14.3,45.5,11.4,18.6,1.43,8.57,1.43,0.00,7.14,0.00,12.9,5.71,0.00,Matches
147,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-157,1991,23.8,1.18,0.76,0.13,0.42,0.63,0.38,1.18,32.1,0.80,15.7,4.58,29.1,2.27,6.89,6.55,1.89,0.08,0.00,1.81,0.38,1.55,0.25,0.00,Matches
148,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-196,1991,18.6,1.72,1.02,0.86,0.65,0.22,0.48,2.04,23.7,1.56,16.5,4.35,26.5,6.13,7.74,2.58,1.45,0.16,0.00,1.29,1.45,3.17,0.70,0.00,Matches
149,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-284,2000,13.9,1.51,0.94,0.58,0.65,0.29,0.58,1.15,50.0,0.58,15.5,4.68,30.2,2.81,5.61,7.05,0.86,0.07,0.00,0.79,0.79,2.30,0.58,0.00,Matches
150,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-081,2000,16.7,2.28,1.44,1.56,0.66,0.06,0.60,1.38,43.5,0.78,9.28,2.93,31.6,5.45,3.47,0.36,1.98,0.90,0.00,1.08,1.74,4.01,4.61,0.00,Matches
151,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-014,1996,19.0,1.26,0.74,0.53,0.63,0.11,0.26,2.79,9.4,2.53,18.9,3.74,19.8,6.32,8.84,3.74,1.89,0.05,0.00,1.84,0.89,2.16,0.21,0.05,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-356,1988,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.0,0.33,0.33,0.00,0.0,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Matches
153,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-065,1998,0.9,3.33,1.11,2.22,1.11,0.00,1.11,1.11,100.0,0.00,7.78,2.22,28.6,3.33,4.44,0.00,1.11,0.00,0.00,1.11,1.11,4.44,1.11,0.00,Matches
154,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-012,1994,8.4,0.36,0.12,0.24,0.12,0.00,0.00,0.24,0.0,0.24,10.6,1.79,16.9,2.02,5.00,3.57,1.07,0.00,0.00,1.07,0.12,0.48,0.36,0.00,Matches
155,Fred\Fred,br BRA,MF,Manchester Utd,28-003,1993,19.4,3.04,2.01,1.24,1.44,0.36,0.98,3.09,31.7,2.11,23.0,6.86,29.8,8.40,10.8,3.87,2.53,0.41,0.00,2.11,2.01,5.05,1.24,0.05,Matches
156,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-149,1992,4.9,2.24,1.02,1.22,1.02,0.00,1.02,2.04,50.0,1.02,11.8,2.24,19.0,6.94,2.45,2.45,2.65,0.20,0.00,2.45,0.82,3.06,3.27,0.00,Matches
157,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-335,1986,7.8,1.92,1.15,1.67,0.13,0.13,0.64,1.79,35.7,1.15,11.2,2.95,26.4,6.79,3.46,0.90,2.05,0.51,0.13,1.54,1.54,3.46,3.97,0.00,Matches
158,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-128,1995,22.6,0.88,0.40,0.58,0.22,0.09,0.35,1.15,30.8,0.80,7.65,2.08,27.2,3.58,2.79,1.28,2.57,0.66,0.04,1.90,0.84,1.73,3.58,0.04,Matches
159,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-030,2000,20.9,2.92,2.01,1.15,1.39,0.38,0.72,3.16,22.7,2.44,23.7,6.22,26.2,7.80,12.0,3.97,2.25,0.29,0.00,1.96,1.20,4.11,1.05,0.00,Matches
160,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-058,2001,2.2,2.73,0.91,1.82,0.45,0.45,0.91,2.27,40.0,1.36,6.82,2.27,33.3,4.55,2.27,0.00,0.91,0.00,0.00,0.91,1.36,4.09,3.18,0.00,Matches
161,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-142,1990,2.3,0.87,0.87,0.00,0.87,0.00,0.00,1.30,0.0,1.30,16.1,2.17,13.5,2.61,6.96,6.52,0.87,0.87,0.00,0.00,0.43,1.30,0.00,0.00,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-121,1990,23.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-309,1995,9.0,1.00,0.67,0.56,0.22,0.22,0.33,1.22,27.3,0.89,10.7,2.78,26.0,2.78,4.67,3.22,0.78,0.00,0.00,0.78,0.22,1.22,0.33,0.00,Matches
164,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-163,1989,9.0,1.56,0.67,1.00,0.33,0.22,0.33,0.78,42.9,0.44,8.89,2.22,25.0,4.67,3.33,0.89,2.00,0.67,0.00,1.33,1.44,3.00,3.44,0.00,Matches
165,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-040,2000,1.1,0.91,0.91,0.00,0.00,0.91,0.91,2.73,33.3,1.82,19.1,5.45,28.6,1.82,9.09,8.18,0.91,0.00,0.00,0.91,1.82,2.73,0.91,0.00,Matches
166,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-270,2001,0.4,7.50,2.50,2.50,5.00,0.00,2.50,2.50,100.0,0.00,25.0,17.5,70.0,12.5,7.50,5.00,5.00,2.50,0.00,2.50,2.50,10.0,0.00,0.00,Matches
167,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-159,1986,7.9,1.01,0.51,0.00,0.63,0.38,0.00,0.38,0.0,0.38,15.4,3.92,25.4,1.65,6.20,7.59,0.38,0.13,0.00,0.25,0.51,1.52,1.14,0.00,Matches
