Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
115,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-107,1989,2.4,0.83,0.84,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
116,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-327,1995,20.7,1.59,1.59,1.35,0.00,0.05,0.14,0.00,0.05,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,Matches
117,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-131,1991,7.1,1.83,1.84,1.27,0.00,0.14,0.14,0.14,0.14,0.28,0.28,0.14,0.00,0.00,0.14,0.00,0.00,0.00,Matches
118,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-000,1999,5.9,1.69,1.69,1.53,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches
119,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-323,1998,12.1,1.49,1.49,0.83,0.08,0.08,0.25,0.17,0.08,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches
120,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-084,1996,18.0,4.44,4.45,2.56,1.06,0.28,0.22,0.17,0.17,0.50,0.50,0.28,0.11,0.00,0.11,0.00,0.00,0.00,Matches
121,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-298,1997,24.8,0.77,0.77,0.69,0.00,0.00,0.04,0.04,0.00,0.08,0.08,0.04,0.00,0.00,0.04,0.00,0.00,0.00,Matches
122,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-052,1994,21.0,0.48,0.48,0.43,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
123,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-231,1993,17.8,2.19,2.19,1.52,0.51,0.00,0.11,0.06,0.00,0.56,0.56,0.34,0.11,0.00,0.11,0.00,0.00,0.00,Matches
124,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-243,1991,4.1,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
125,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-058,1997,6.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
126,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-266,1998,11.5,2.26,2.25,1.13,0.00,0.78,0.09,0.26,0.00,0.35,0.35,0.09,0.00,0.17,0.00,0.09,0.00,0.00,Matches
127,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-051,1992,11.7,1.79,1.80,1.45,0.09,0.09,0.00,0.17,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,0.00,Matches
128,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-079,1997,14.2,0.49,0.49,0.28,0.07,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
129,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-066,1993,23.7,1.43,1.44,1.35,0.00,0.04,0.00,0.00,0.04,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,Matches
130,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-052,1989,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-163,1991,2.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-107,1991,24.0,0.67,0.67,0.54,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-140,1997,2.0,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
134,Ederson\Ederson,br BRA,GK,Manchester City,27-203,1993,27.0,0.11,0.11,0.07,0.04,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches
135,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-019,1998,1.3,0.77,0.76,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
136,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-139,1992,21.1,0.47,0.47,0.43,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
137,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-180,1987,5.8,2.41,2.41,1.90,0.17,0.00,0.17,0.00,0.17,0.17,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.00,Matches
138,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-240,1992,11.9,1.09,1.09,0.84,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
139,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-064,1988,21.5,0.47,0.47,0.47,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,Matches
140,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-252,1998,21.0,2.57,2.57,1.62,0.43,0.19,0.05,0.29,0.00,0.29,0.29,0.05,0.10,0.10,0.00,0.05,0.00,0.00,Matches
141,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-324,1985,24.0,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
142,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-136,1993,18.5,0.65,0.65,0.54,0.00,0.00,0.00,0.05,0.05,0.11,0.11,0.05,0.00,0.00,0.00,0.05,0.00,0.00,Matches
143,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-181,1994,26.4,4.89,4.89,3.52,0.64,0.08,0.27,0.27,0.11,0.83,0.83,0.68,0.08,0.00,0.08,0.00,0.00,0.00,Matches
144,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-015,1989,15.3,0.46,0.46,0.33,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-308,1985,7.8,1.67,1.67,1.28,0.00,0.13,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
146,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-304,1998,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-157,1991,23.8,3.19,3.19,2.35,0.00,0.34,0.34,0.13,0.04,0.29,0.29,0.25,0.00,0.00,0.04,0.00,0.00,0.00,Matches
148,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-196,1991,18.6,2.63,2.63,1.77,0.54,0.16,0.11,0.00,0.05,0.16,0.16,0.11,0.05,0.00,0.00,0.00,0.00,0.00,Matches
149,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-284,2000,13.9,3.45,3.46,2.23,0.36,0.65,0.14,0.00,0.07,0.65,0.65,0.43,0.00,0.07,0.14,0.00,0.00,0.00,Matches
150,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-081,2000,16.7,0.78,0.78,0.60,0.00,0.00,0.06,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.00,0.00,Matches
151,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-014,1996,19.0,2.21,2.21,1.84,0.05,0.05,0.16,0.11,0.00,0.37,0.37,0.21,0.05,0.00,0.11,0.00,0.00,0.00,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-356,1988,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-065,1998,0.9,4.44,4.50,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-012,1994,8.4,4.05,4.03,2.50,1.43,0.00,0.00,0.12,0.00,0.48,0.47,0.24,0.12,0.00,0.00,0.12,0.00,0.00,Matches
155,Fred\Fred,br BRA,MF,Manchester Utd,28-003,1993,19.4,2.42,2.42,2.06,0.00,0.10,0.05,0.05,0.15,0.21,0.21,0.15,0.00,0.00,0.00,0.00,0.05,0.00,Matches
156,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-149,1992,4.9,3.47,3.46,2.86,0.00,0.20,0.00,0.00,0.41,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,Matches
157,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-335,1986,7.8,0.38,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
158,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-128,1995,22.6,1.11,1.11,0.80,0.13,0.00,0.13,0.04,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,Matches
159,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-030,2000,20.9,1.34,1.34,0.86,0.14,0.14,0.05,0.10,0.05,0.14,0.14,0.10,0.05,0.00,0.00,0.00,0.00,0.00,Matches
160,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-058,2001,2.2,1.82,1.79,1.36,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
161,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-142,1990,2.3,1.74,1.71,1.30,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-121,1990,23.5,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-309,1995,9.0,4.22,4.21,2.44,0.67,0.44,0.22,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
164,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-163,1989,9.0,0.44,0.44,0.44,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,0.00,Matches
165,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-040,2000,1.1,5.45,5.57,3.64,0.91,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
166,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-270,2001,0.4,2.50,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
167,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-159,1986,7.9,1.77,1.78,1.39,0.00,0.00,0.25,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
168,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-052,1998,18.7,0.32,0.32,0.21,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.00,0.00,Matches
169,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-221,1993,13.3,1.58,1.58,1.35,0.08,0.08,0.00,0.00,0.08,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,Matches
170,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-289,1997,6.6,0.30,0.31,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-012,2001,1.0,1.00,1.02,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
172,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-171,1997,12.1,0.83,0.83,0.58,0.08,0.08,0.08,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,0.00,Matches
173,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-253,1996,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
174,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,25-179,1995,22.0,6.09,6.10,4.64,0.55,0.36,0.09,0.41,0.05,0.91,0.91,0.73,0.00,0.00,0.00,0.14,0.05,0.00,Matches
175,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,19-158,2001,13.4,2.24,2.24,1.49,0.07,0.37,0.15,0.07,0.07,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,Matches
176,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,29-266,1991,16.9,4.32,4.33,2.66,1.54,0.00,0.06,0.06,0.00,0.30,0.30,0.24,0.06,0.00,0.00,0.00,0.00,0.00,Matches
177,Kamil Grosicki\Kamil-Grosicki,pl POL,FWMF,West Brom,32-273,1988,1.6,3.13,3.04,2.50,0.00,0.00,0.63,0.00,0.00,1.25,1.22,1.25,0.00,0.00,0.00,0.00,0.00,0.00,Matches
178,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,34-057,1987,28.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
179,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,30-135,1990,18.3,3.55,3.54,2.51,0.16,0.38,0.27,0.11,0.11,0.49,0.49,0.16,0.00,0.16,0.05,0.05,0.05,0.00,Matches
180,Antwoine Hackford\Antwoine-Hackford,eng ENG,DFFW,Sheffield Utd,16-353,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
181,Sébastien Haller\Sebastien-Haller,ci CIV,FW,West Ham,26-259,1994,10.4,1.63,1.63,1.25,0.00,0.10,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
182,Rekeem Harper\Rekeem-Harper,eng ENG,MF,West Brom,21-000,2000,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
183,Jack Harrison\Jack-Harrison,eng ENG,MF,Leeds United,24-108,1996,21.7,3.23,3.23,2.72,0.14,0.09,0.09,0.09,0.09,0.46,0.46,0.32,0.00,0.09,0.00,0.00,0.05,0.00,Matches
184,Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,25-235,1995,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
185,Kai Havertz\Kai-Havertz,de GER,MFFW,Chelsea,21-270,1999,11.0,2.82,2.83,2.55,0.00,0.00,0.09,0.18,0.00,0.36,0.37,0.27,0.00,0.00,0.00,0.09,0.00,0.00,Matches
186,Isaac Hayden\Isaac-Hayden,eng ENG,MFDF,Newcastle Utd,25-351,1995,20.1,0.65,0.65,0.45,0.00,0.00,0.05,0.05,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
187,Michael Hector\Michael-Hector,jm JAM,DF,Fulham,28-232,1992,2.9,0.69,0.68,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
188,Ahmed Hegazi\Ahmed-Hegazi,eg EGY,DF,West Brom,30-042,1991,1.0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
189,Dean Henderson\Dean-Henderson,eng ENG,GK,Manchester Utd,23-361,1997,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
190,Jordan Henderson\Jordan-Henderson,eng ENG,MFDF,Liverpool,30-264,1990,18.9,1.75,1.74,1.43,0.21,0.00,0.00,0.05,0.05,0.21,0.21,0.16,0.05,0.00,0.00,0.00,0.00,0.00,Matches
191,Jeff Hendrick\Jeff-Hendrick,ie IRL,MF,Newcastle Utd,29-036,1992,15.1,0.93,0.93,0.79,0.00,0.00,0.07,0.07,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,0.00,Matches
192,Pablo Hernández\Pablo-Hernandez,es ESP,MF,Leeds United,35-331,1985,3.8,3.95,3.96,2.89,0.00,0.26,0.53,0.00,0.26,0.53,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,Matches
193,Son Heung-min\Son-Heung-min,kr KOR,FW,Tottenham,28-243,1992,25.9,3.01,3.01,1.89,0.73,0.23,0.04,0.12,0.00,0.46,0.46,0.35,0.08,0.04,0.00,0.00,0.00,0.00,Matches
194,Ki-Jana Hoever\Ki-Jana-Hoever,nl NED,DF,Wolves,19-049,2002,4.4,1.14,1.14,0.91,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
195,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,25-169,1995,20.4,0.54,0.54,0.49,0.00,0.00,0.00,0.00,0.05,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,Matches
196,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,24-137,1996,15.8,0.89,0.89,0.51,0.13,0.00,0.00,0.19,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
197,Conor Hourihane\Conor-Hourihane,ie IRL,MF,Aston Villa,30-034,1991,2.5,3.20,3.20,1.60,1.60,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40,0.00,0.00,0.00,0.00,0.00,Matches
198,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWDF,Chelsea,20-121,2000,9.1,4.84,4.81,4.62,0.00,0.22,0.00,0.00,0.00,0.66,0.66,0.55,0.00,0.11,0.00,0.00,0.00,0.00,Matches
199,Niall Huggins\Niall-Huggins,wal WAL,DF,Leeds United,20-080,2000,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
200,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Tottenham,25-215,1995,27.0,1.41,1.41,1.11,0.11,0.00,0.07,0.04,0.07,0.22,0.22,0.19,0.04,0.00,0.00,0.00,0.00,0.00,Matches
201,Odion Ighalo\Odion-Ighalo,ng NGA,FW,Manchester Utd,31-265,1989,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
202,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FW,Leicester City,24-156,1996,7.1,1.69,1.70,1.55,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
203,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,28-228,1992,18.7,2.09,2.08,1.60,0.00,0.27,0.16,0.05,0.00,0.27,0.27,0.16,0.00,0.05,0.05,0.00,0.00,0.00,Matches
204,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,West Brom,37-014,1984,8.4,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
205,Alex Iwobi\Alex-Iwobi,ng NGA,FWDF,Everton,24-309,1996,13.1,2.75,2.75,2.29,0.00,0.15,0.15,0.08,0.08,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,Matches
206,Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,38-203,1982,4.8,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
207,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,27-209,1993,2.9,4.48,4.43,3.79,0.00,0.00,0.34,0.34,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.00,Matches
208,Daniel James\Daniel-James,wal WAL,FW,Manchester Utd,23-118,1997,7.1,1.27,1.27,1.13,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,0.00,Matches
209,Reece James\Reece-James,eng ENG,DF,Chelsea,21-090,1999,17.9,2.63,2.63,2.12,0.11,0.11,0.06,0.17,0.06,0.28,0.28,0.17,0.06,0.00,0.00,0.06,0.00,0.00,Matches
210,Alexandre Jankewitz\Alexandre-Jankewitz,ch SUI,MF,Southampton,19-073,2001,0.0,1,30.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
211,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,23-339,1997,15.5,3.10,3.11,2.06,0.00,0.32,0.26,0.39,0.06,0.39,0.39,0.32,0.00,0.00,0.06,0.00,0.00,0.00,Matches
212,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,29-307,1991,9.1,2.42,2.41,1.21,0.00,0.33,0.44,0.22,0.22,0.44,0.44,0.11,0.00,0.11,0.22,0.00,0.00,0.00,Matches
213,Joelinton\Joelinton,br BRA,FWMF,Newcastle Utd,24-206,1996,15.1,2.05,2.06,1.32,0.00,0.20,0.07,0.33,0.13,0.26,0.27,0.13,0.00,0.07,0.00,0.07,0.00,0.00,Matches
214,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,21-043,2000,3.6,0.56,0.55,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
215,Sam Johnstone\Sam-Johnstone,eng ENG,GK,West Brom,27-348,1993,27.0,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
216,Curtis Jones\Curtis-Jones,eng ENG,MF,Liverpool,20-037,2001,12.1,2.73,2.73,2.15,0.00,0.17,0.00,0.17,0.25,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,Matches
217,Jorginho\Jorginho,it ITA,MF,Chelsea,29-078,1991,14.0,2.36,2.36,2.14,0.00,0.07,0.00,0.00,0.14,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,0.00,Matches
218,Willian José\Willian-Jose,br BRA,FW,Wolves,29-105,1991,6.6,1.82,1.83,1.21,0.00,0.15,0.15,0.30,0.00,0.15,0.15,0.00,0.00,0.00,0.00,0.15,0.00,0.00,Matches
219,Diogo Jota\Diogo-Jota,pt POR,FW,Liverpool,24-094,1996,6.9,2.32,2.32,1.59,0.00,0.14,0.29,0.29,0.00,0.14,0.14,0.00,0.00,0.14,0.00,0.00,0.00,0.00,Matches
220,James Justin\James-Justin,eng ENG,DF,Leicester City,23-013,1998,23.0,2.09,2.09,1.61,0.09,0.13,0.00,0.26,0.00,0.30,0.30,0.22,0.00,0.04,0.00,0.04,0.00,0.00,Matches
221,Ozan Kabak\Ozan-Kabak,tr TUR,DF,Liverpool,20-348,2000,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
222,Aboubakar Kamara\Aboubakar-Kamara,fr FRA,FWDF,Fulham,26-001,1995,3.5,2.86,2.86,2.57,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
223,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,27-223,1993,24.3,3.37,3.38,2.14,0.08,0.53,0.21,0.33,0.08,0.82,0.82,0.53,0.04,0.16,0.00,0.08,0.00,0.00,Matches
224,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,29-344,1991,20.0,1.85,1.85,1.65,0.00,0.05,0.05,0.00,0.10,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,Matches
225,Moise Kean\Moise-Kean,it ITA,FW,Everton,21-008,2000,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
226,Michael Keane\Michael-Keane,eng ENG,DF,Everton,28-056,1993,23.2,0.56,0.56,0.52,0.00,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,Matches
227,Neeskens Kebano\Neeskens-Kebano,cd COD,FWMF,Fulham,28-363,1992,1.3,2.31,2.27,1.54,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
228,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,26-026,1995,5.5,2.36,2.36,1.82,0.00,0.18,0.36,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,0.00,Matches
229,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,Liverpool,22-105,1998,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
230,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,23-358,1997,0.9,1.11,1.14,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
231,Reda Khadra\Reda-Khadra,de GER,FW,Brighton,19-247,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
