Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
82,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,32-061,1989,4.2,31.2,30.0,1.19,0.24,0.00,11.0,0.71,0.48,0.00,0.00,0.00,0.00,11.0,8.81,11.4,10.7,5.71,4.76,0.24,1.90,19.8,0.24,0.24,0.24,1.19,Matches
83,Matty Cash\Matty-Cash,eng ENG,DF,Aston Villa,23-213,1997,20.2,48.7,39.6,9.11,1.19,0.05,4.60,1.24,2.43,0.00,0.00,0.00,0.00,25.4,8.91,14.4,3.61,33.0,3.37,7.92,0.00,36.3,0.15,1.34,1.09,0.94,Matches
84,Kiko Casilla\Kiko-Casilla,es ESP,GK,Leeds United,34-157,1986,1.0,33.0,23.0,10.0,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,27.0,2.00,4.00,0.00,23.0,0.00,0.00,10.0,32.0,0.00,1.00,0.00,0.00,Matches
85,Timothy Castagne\Timothy-Castagne,be BEL,DF,Leicester City,25-093,1995,16.1,53.9,45.5,8.45,0.56,0.25,5.71,0.50,1.61,0.00,0.00,0.00,0.00,30.8,11.2,11.9,5.84,35.1,3.91,7.89,0.25,43.8,0.19,0.62,1.12,1.55,Matches
86,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,27-005,1994,4.5,42.4,32.7,9.78,0.67,0.00,7.11,0.22,0.67,0.00,0.00,0.00,0.00,23.3,13.8,5.33,6.89,23.1,2.00,9.11,0.22,33.3,0.00,1.33,2.00,2.44,Matches
87,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Fulham,27-141,1993,19.2,30.6,28.1,2.50,0.94,0.05,6.04,0.99,2.29,1.25,0.26,0.52,0.42,20.8,3.59,6.15,4.17,23.6,1.20,0.16,0.42,22.3,0.10,0.42,1.09,1.35,Matches
88,Edinson Cavani\Edinson-Cavani,uy URU,FW,Manchester Utd,34-022,1987,10.3,22.5,21.8,0.68,0.00,0.10,3.79,0.58,0.49,0.00,0.00,0.00,0.00,16.3,2.91,3.30,4.37,17.0,0.49,0.19,0.39,17.5,0.00,0.10,1.26,0.87,Matches
89,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,24-213,1996,12.5,70.8,68.2,2.64,1.68,0.32,8.56,2.00,0.56,0.48,0.32,0.08,0.00,52.6,8.80,9.44,4.08,64.2,1.44,0.40,0.32,61.0,0.00,0.96,1.12,1.60,Matches
90,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,26-047,1995,1.0,66.0,57.0,9.00,0.00,0.00,17.0,1.00,2.00,0.00,0.00,0.00,0.00,34.0,16.0,16.0,5.00,44.0,6.00,9.00,0.00,49.0,0.00,2.00,1.00,2.00,Matches
91,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Chelsea,24-077,1996,18.5,75.6,63.9,11.7,1.78,0.00,6.92,1.89,4.00,1.30,0.81,0.38,0.00,46.6,12.3,16.8,56.5,6.54,2.81,8.59,0.05,59.7,0.16,1.35,1.08,2.54,Matches
92,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,23-158,1997,3.4,67.9,67.1,0.88,0.59,0.00,3.24,1.76,0.00,0.00,0.00,0.00,0.00,47.9,10.6,9.41,3.24,55.9,7.35,0.29,0.59,55.0,0.00,2.35,2.65,0.88,Matches
93,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,24-332,1996,9.1,72.7,71.5,1.21,0.99,0.00,3.85,1.10,0.00,0.00,0.00,0.00,0.00,61.4,4.18,7.14,4.95,63.8,2.53,0.11,0.22,67.7,0.22,0.44,0.33,0.33,Matches
94,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,31-163,1989,15.4,37.2,35.7,1.49,0.39,0.13,4.09,0.45,0.00,0.00,0.00,0.00,0.00,25.6,3.18,8.38,25.6,6.36,2.21,1.10,0.06,30.8,0.06,0.19,0.78,0.52,Matches
95,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Crystal Palace,29-337,1991,12.7,44.8,34.7,10.1,0.31,0.00,4.57,0.39,1.02,0.00,0.00,0.00,0.00,25.2,9.61,10.0,1.73,31.1,1.65,9.76,0.16,34.4,0.16,0.94,1.02,1.73,Matches
96,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,28-011,1993,26.7,46.4,44.9,1.57,1.39,0.00,2.96,2.17,0.04,0.00,0.00,0.00,0.00,30.9,3.82,11.8,1.16,42.7,2.10,0.04,0.11,40.5,0.11,0.64,0.56,0.26,Matches
97,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,32-148,1988,9.8,48.1,41.5,6.53,0.20,0.10,4.59,0.92,1.33,0.00,0.00,0.00,0.00,30.1,8.78,9.18,7.55,32.6,1.33,6.33,0.00,39.9,0.10,0.61,0.82,1.53,Matches
98,Aaron Connolly\Aaron-Connolly,ie IRL,FW,Brighton,21-039,2000,8.0,11.5,10.4,1.13,0.00,0.00,2.75,0.13,0.25,0.00,0.00,0.00,0.00,7.25,3.00,1.25,1.13,8.63,0.50,0.00,0.25,9.00,0.00,0.00,0.13,0.50,Matches
99,Liam Cooper\Liam-Cooper,sco SCO,DF,Leeds United,29-190,1991,19.8,66.0,64.5,1.46,1.36,0.05,4.85,2.12,0.00,0.00,0.00,0.00,0.00,48.9,6.21,10.9,53.7,6.26,3.43,0.10,0.20,58.0,0.25,0.96,0.66,0.40,Matches
100,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,31-256,1989,8.2,32.2,31.8,0.37,0.12,0.00,6.83,1.10,0.37,0.00,0.00,0.00,0.00,21.8,5.12,5.24,5.24,22.8,1.59,0.24,0.37,25.7,0.12,0.37,0.61,1.22,Matches
101,Hélder Costa\Helder-Costa,pt POR,MF,Leeds United,27-055,1994,9.5,28.2,27.7,0.53,0.00,0.00,4.32,0.11,1.47,0.00,0.00,0.00,0.00,20.4,4.53,3.26,20.5,5.89,0.84,0.53,0.21,21.2,0.00,0.32,0.84,1.79,Matches
102,Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,28-198,1992,21.9,47.5,37.7,9.82,0.96,0.00,4.16,0.68,2.79,0.00,0.00,0.00,0.00,21.7,10.2,15.5,5.21,29.4,3.24,8.86,0.05,33.9,0.18,0.87,1.23,2.19,Matches
103,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,31-083,1989,26.0,59.3,47.0,12.3,3.12,0.04,4.12,2.27,2.54,2.31,0.46,1.58,0.19,32.3,9.88,17.2,47.1,3.31,1.31,6.92,0.12,44.2,0.69,1.08,1.15,1.96,Matches
104,Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,23-064,1998,0.3,16.7,13.3,3.33,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,13.3,3.33,0.00,0.00,13.3,0.00,0.00,0.00,13.3,0.00,3.33,0.00,0.00,Matches
105,Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,29-323,1991,25.9,62.9,56.1,6.83,0.58,0.08,7.49,1.27,1.58,0.00,0.00,0.00,0.00,42.9,11.9,8.19,11.0,42.7,2.12,6.25,0.12,51.9,0.19,1.20,1.12,1.39,Matches
106,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,34-022,1987,12.0,44.3,42.3,2.00,1.83,0.08,4.33,0.50,0.00,0.00,0.00,0.00,0.00,29.5,4.83,9.92,5.00,33.5,3.17,0.17,0.42,37.9,0.00,0.83,0.50,0.42,Matches
107,Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,30-151,1990,25.0,29.0,16.1,12.9,4.12,0.00,1.00,0.56,0.00,0.00,0.00,0.00,0.00,7.00,0.96,21.1,1.28,21.9,0.04,0.00,3.52,14.6,0.32,0.72,0.28,0.16,Matches
108,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,27-318,1993,14.6,52.1,42.4,9.66,0.82,0.07,3.84,0.55,1.44,0.07,0.07,0.00,0.00,30.1,11.2,10.7,36.4,4.18,1.78,8.77,0.00,40.6,0.07,0.55,0.96,1.85,Matches
109,Tom Davies\Tom-Davies,eng ENG,MFDF,Everton,22-251,1998,9.7,43.5,42.5,1.03,0.52,0.10,6.29,0.82,0.31,0.00,0.00,0.00,0.00,32.3,4.85,6.39,6.08,33.8,2.78,0.41,0.00,35.6,0.10,0.93,0.93,1.55,Matches
110,Keinan Davis\Keinan-Davis,eng ENG,FW,Aston Villa,23-023,1998,0.8,40.0,40.0,0.00,0.00,0.00,16.3,0.00,2.50,0.00,0.00,0.00,0.00,26.3,10.0,3.75,28.8,2.50,1.25,0.00,2.50,30.0,0.00,1.25,0.00,2.50,Matches
111,Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,21-055,2000,0.4,50.0,50.0,0.00,0.00,0.00,5.00,2.50,0.00,0.00,0.00,0.00,0.00,35.0,10.0,5.00,45.0,0.00,5.00,0.00,0.00,42.5,0.00,0.00,2.50,0.00,Matches
112,Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,30-306,1990,11.0,32.9,31.5,1.36,1.27,0.00,2.91,1.00,0.00,0.00,0.00,0.00,0.00,21.2,3.36,8.36,1.09,28.6,2.09,0.00,0.09,26.2,0.09,1.27,0.36,0.09,Matches
113,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,29-253,1991,19.4,63.9,57.4,6.49,2.01,0.82,7.06,2.84,2.99,4.02,1.24,1.39,0.46,46.4,6.49,10.9,6.91,54.8,1.29,0.31,0.21,48.2,0.46,1.39,2.22,3.14,Matches
114,Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,18-028,2003,0.4,17.5,7.50,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.5,0.00,0.00,0.00,17.5,0.00,0.00,0.00,12.5,0.00,0.00,0.00,0.00,Matches
115,Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,31-107,1989,2.4,82.1,78.3,3.75,0.42,0.00,6.67,0.42,1.25,0.00,0.00,0.00,0.00,64.6,7.08,10.4,51.7,25.8,1.25,3.33,0.00,72.5,0.00,0.42,0.83,1.67,Matches
116,Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,25-327,1995,20.7,38.6,38.1,0.53,0.48,0.00,5.75,1.11,0.34,0.05,0.00,0.05,0.00,27.0,5.41,6.28,5.94,27.5,2.85,0.00,0.24,33.4,0.00,0.29,0.72,0.48,Matches
117,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,29-131,1991,7.1,14.4,13.9,0.42,0.00,0.00,5.21,0.56,0.28,0.00,0.00,0.00,0.00,8.03,2.39,3.94,1.13,8.59,1.13,0.00,0.42,11.0,0.14,0.56,0.00,0.14,Matches
118,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,22-000,1999,5.9,52.2,50.8,1.36,1.02,0.00,7.80,0.51,0.85,0.00,0.00,0.00,0.00,39.8,4.75,7.63,4.58,44.7,2.20,0.34,0.00,43.6,0.34,0.85,1.36,0.17,Matches
119,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,22-323,1998,12.1,25.1,24.5,0.66,0.08,0.17,5.12,0.17,1.07,0.33,0.17,0.00,0.08,18.0,3.88,3.22,20.1,3.06,0.58,0.08,0.33,18.5,0.17,0.25,0.66,1.49,Matches
120,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,24-084,1996,18.0,41.3,35.6,5.72,1.78,0.17,4.39,2.22,3.17,3.33,1.44,1.39,0.17,25.4,5.67,10.3,36.2,2.89,1.11,0.61,0.28,28.1,0.11,0.78,1.72,2.06,Matches
121,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,23-298,1997,24.8,85.4,84.1,1.29,1.25,0.00,6.37,1.73,0.08,0.00,0.00,0.00,0.00,72.7,4.80,7.86,13.5,67.6,2.86,0.04,0.16,80.2,0.20,0.52,0.60,0.20,Matches
122,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,27-052,1994,21.0,57.6,56.1,1.52,1.52,0.00,4.76,2.05,0.05,0.00,0.00,0.00,0.00,41.3,4.29,12.0,9.52,43.1,3.19,0.00,0.05,48.3,0.10,0.95,0.52,0.71,Matches
123,Lucas Digne\Lucas-Digne,fr FRA,DFMF,Everton,27-231,1993,17.8,59.4,47.6,11.8,2.75,0.00,6.57,1.69,4.66,0.90,0.17,0.67,0.00,29.6,13.1,16.7,42.0,2.87,4.04,8.15,0.22,42.9,0.34,1.52,1.57,2.13,Matches
124,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,29-243,1991,4.1,79.8,79.0,0.73,0.73,0.00,8.05,4.15,0.00,0.00,0.00,0.00,0.00,62.0,4.63,13.2,15.9,59.0,2.44,0.00,0.00,72.0,0.24,0.49,0.49,0.00,Matches
125,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,24-058,1997,6.3,39.7,38.3,1.43,1.27,0.00,1.90,0.48,0.00,0.00,0.00,0.00,0.00,31.4,2.54,5.71,5.24,31.1,2.86,0.16,0.00,34.8,0.00,0.79,0.32,0.16,Matches
126,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,22-266,1998,11.5,29.2,28.0,1.22,0.26,0.09,4.00,0.35,0.78,0.00,0.00,0.00,0.00,21.3,4.26,3.65,7.57,18.3,1.13,0.96,0.70,21.0,0.09,0.43,0.87,2.35,Matches
127,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,29-051,1992,11.7,58.5,48.3,10.3,0.85,0.00,6.41,0.68,1.79,0.00,0.00,0.00,0.00,33.2,13.5,11.8,3.08,40.1,3.42,9.40,0.26,46.5,0.17,0.68,1.45,1.54,Matches
128,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,23-079,1997,14.2,71.3,69.8,1.48,1.41,0.00,6.55,1.27,0.07,0.00,0.00,0.00,0.00,56.1,6.27,8.87,62.9,4.79,1.62,0.07,0.21,61.7,0.14,0.92,1.06,0.42,Matches
129,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,28-066,1993,23.7,48.9,48.4,0.51,0.38,0.08,7.34,0.55,0.38,0.04,0.00,0.00,0.00,38.2,6.71,3.97,6.12,39.2,2.15,0.08,0.21,41.9,0.08,0.30,1.10,1.10,Matches
130,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,32-052,1989,2.0,35.5,19.5,16.0,4.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,19.5,0.50,15.5,1.00,31.5,0.00,0.00,2.50,26.0,0.00,1.50,0.50,0.00,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,29-163,1991,2.9,32.4,27.6,4.83,0.69,0.00,4.83,0.34,0.00,0.00,0.00,0.00,0.00,17.6,5.17,9.66,23.4,0.34,3.10,4.14,0.00,23.4,0.00,1.38,0.69,1.38,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,29-107,1991,24.0,63.3,60.8,2.46,2.04,0.00,4.25,1.88,0.04,0.00,0.00,0.00,0.00,46.7,6.08,10.5,3.83,53.3,3.67,0.42,0.88,56.4,0.13,0.88,0.63,0.33,Matches
133,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,23-140,1997,2.0,44.5,44.0,0.50,0.50,0.00,6.00,1.50,0.00,0.00,0.00,0.00,0.00,24.0,6.00,14.5,13.5,22.0,6.00,0.00,0.50,30.0,0.00,1.50,0.50,0.00,Matches
134,Ederson\Ederson,br BRA,GK,Manchester City,27-203,1993,27.0,29.7,23.7,6.04,1.63,0.04,2.19,0.78,0.00,0.00,0.00,0.00,0.00,20.9,1.30,7.56,21.1,4.33,0.07,0.00,3.89,24.8,0.04,0.41,0.19,0.07,Matches
135,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,23-019,1998,1.3,26.9,26.9,0.00,0.00,0.00,3.85,0.77,0.77,0.00,0.00,0.00,0.00,21.5,3.08,2.31,0.77,24.6,1.54,0.00,0.00,23.1,0.00,0.00,0.00,1.54,Matches
136,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,28-139,1992,21.1,37.7,37.0,0.71,0.62,0.05,4.12,0.76,0.05,0.00,0.00,0.00,0.00,24.5,3.84,9.38,4.79,28.0,3.03,0.09,0.38,31.6,0.05,1.00,0.14,0.33,Matches
137,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,33-180,1987,5.8,64.5,50.7,13.8,2.07,0.00,6.55,1.55,3.97,0.00,0.00,0.00,0.00,30.5,16.2,17.8,1.03,46.0,4.66,11.7,0.17,48.1,0.17,0.86,1.90,0.86,Matches
138,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,28-240,1992,11.9,57.9,56.6,1.26,1.18,0.00,7.23,1.51,0.17,0.00,0.00,0.00,0.00,47.0,5.38,5.55,4.29,50.4,2.61,0.08,0.34,53.6,0.25,0.34,0.25,0.59,Matches
139,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,33-064,1988,21.5,60.4,58.8,1.58,1.44,0.00,7.53,1.07,0.05,0.00,0.00,0.00,0.00,43.4,5.77,11.3,21.4,33.4,3.53,0.14,0.14,52.1,0.05,1.07,0.84,0.23,Matches
140,Eberechi Eze\Eberechi-Eze,eng ENG,MF,Crystal Palace,22-252,1998,21.0,40.0,36.1,3.86,1.24,0.00,5.90,1.14,1.14,1.95,0.62,0.71,0.33,31.0,3.43,5.62,5.57,33.1,0.67,0.19,0.00,31.5,0.29,0.48,1.19,0.95,Matches
141,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,35-324,1985,24.0,28.6,17.8,10.8,3.13,0.00,1.38,0.96,0.00,0.00,0.00,0.00,0.00,8.21,1.58,18.8,1.08,20.9,0.08,0.00,3.88,17.5,0.17,1.00,0.13,0.08,Matches
142,Fabinho\Fabinho,br BRA,DFMF,Liverpool,27-136,1993,18.5,79.5,78.1,1.35,1.08,0.05,5.46,1.78,0.05,0.00,0.00,0.00,0.00,65.3,5.35,8.81,4.92,70.2,2.22,0.27,0.38,72.9,0.05,0.54,0.43,0.32,Matches
143,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,26-181,1994,26.4,65.8,59.7,6.10,1.55,0.68,8.83,3.71,2.54,1.93,0.45,0.83,0.30,42.6,8.45,14.8,4.73,57.1,2.08,1.06,0.53,48.5,0.53,1.21,1.89,3.07,Matches
144,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,32-015,1989,15.3,37.1,33.9,3.20,1.31,0.00,2.16,1.70,0.59,0.00,0.00,0.00,0.00,23.5,4.77,8.82,1.63,29.7,2.94,1.90,0.33,29.2,0.20,0.78,0.65,0.52,Matches
145,Fernandinho\Fernandinho,br BRA,MF,Manchester City,35-308,1985,7.8,80.6,79.1,1.54,1.03,0.13,9.10,3.33,0.51,0.00,0.00,0.00,0.00,62.8,5.51,12.3,9.74,64.7,3.72,0.51,0.38,70.0,0.00,0.64,1.79,0.77,Matches
146,Sam Field\Sam-Field,eng ENG,MF,West Brom,22-304,1998,0.7,32.9,32.9,0.00,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,17.1,0.00,15.7,22.9,0.00,8.57,0.00,0.00,21.4,0.00,0.00,1.43,0.00,Matches
147,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,29-157,1991,23.8,39.9,38.4,1.47,0.13,0.21,8.49,0.38,0.97,0.08,0.00,0.00,0.00,31.1,5.97,2.82,5.25,32.0,1.22,0.50,0.38,31.8,0.08,0.08,1.68,1.43,Matches
148,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,29-196,1991,18.6,43.9,40.1,3.87,1.02,0.05,5.32,1.56,1.13,2.15,1.08,0.32,0.43,29.2,5.32,9.41,38.0,3.28,1.56,0.27,0.48,33.7,0.11,0.43,1.13,0.75,Matches
149,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,20-284,2000,13.9,46.4,43.2,3.17,0.22,0.00,6.26,1.73,2.23,2.52,0.43,1.37,0.36,36.8,3.96,5.61,41.3,3.24,1.01,0.29,0.00,37.8,0.29,0.58,0.86,1.73,Matches
150,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,20-081,2000,16.7,62.6,60.2,2.40,1.32,0.12,5.57,1.32,0.00,0.00,0.00,0.00,0.00,49.2,4.91,8.44,5.21,51.9,2.40,1.08,0.12,54.3,0.12,1.14,0.72,0.30,Matches
151,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,25-014,1996,19.0,34.6,33.7,0.89,0.05,0.11,5.68,0.58,1.05,0.05,0.00,0.00,0.00,25.1,4.74,4.79,3.53,28.2,1.63,0.21,0.47,26.6,0.21,0.47,0.79,1.37,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,32-356,1988,3.0,39.0,23.3,15.7,7.00,0.00,3.67,0.67,0.00,0.00,0.00,0.00,0.00,7.33,1.67,30.0,5.67,27.0,0.00,0.00,3.33,18.0,0.67,2.00,1.33,0.33,Matches
153,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,23-065,1998,0.9,83.3,78.9,4.44,0.00,0.00,8.89,0.00,5.56,0.00,0.00,0.00,0.00,68.9,7.78,6.67,8.89,66.7,1.11,4.44,1.11,72.2,0.00,1.11,1.11,2.22,Matches
154,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,27-012,1994,8.4,36.8,29.6,7.14,1.07,0.12,4.64,1.90,5.36,5.12,1.19,2.74,0.60,19.0,5.60,12.1,5.83,27.3,2.02,0.71,0.36,23.9,0.12,0.12,0.36,1.79,Matches
155,Fred\Fred,br BRA,MF,Manchester Utd,28-003,1993,19.4,63.5,61.4,2.06,1.80,0.26,7.42,1.86,0.36,0.00,0.00,0.00,0.00,50.9,6.60,5.93,43.9,18.2,0.67,0.26,0.21,55.2,0.15,0.98,1.55,1.49,Matches
156,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,28-149,1992,4.9,44.7,39.0,5.71,0.82,0.00,3.27,0.20,3.47,0.00,0.00,0.00,0.00,24.1,7.76,12.9,2.45,31.4,5.10,4.90,0.00,32.0,0.00,0.61,0.41,1.84,Matches
157,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,34-335,1986,7.8,75.5,66.2,9.36,1.79,0.13,5.77,1.41,1.03,0.00,0.00,0.00,0.00,49.6,10.9,15.0,57.4,5.00,3.46,7.56,0.13,61.3,0.00,0.90,1.41,1.41,Matches
158,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,25-128,1995,22.6,37.5,28.3,9.25,0.44,0.00,5.53,0.84,2.17,0.04,0.00,0.00,0.04,13.1,8.85,15.6,0.97,21.5,3.27,8.76,0.09,22.4,0.18,1.46,0.49,1.55,Matches
159,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,21-030,2000,20.9,35.2,33.7,1.48,0.43,0.00,6.08,1.00,1.00,0.57,0.24,0.05,0.10,24.7,4.26,6.22,3.25,29.3,1.67,0.10,0.14,28.2,0.10,0.53,0.86,1.00,Matches
160,Eric García\Eric-Garcia,es ESP,DF,Manchester City,20-058,2001,2.2,100.5,98.6,1.82,1.82,0.00,5.00,0.45,0.00,0.00,0.00,0.00,0.00,89.1,5.91,5.45,9.09,87.7,2.27,0.00,0.45,94.5,0.45,1.36,0.91,0.45,Matches
161,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,30-142,1990,2.3,20.0,18.7,1.30,0.00,0.00,5.65,0.00,0.43,0.00,0.00,0.00,0.00,12.6,5.22,2.17,5.22,11.7,0.43,0.00,1.74,15.2,0.00,0.87,0.43,0.00,Matches
162,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,30-121,1990,23.5,22.7,14.3,8.38,1.40,0.00,0.94,0.47,0.00,0.00,0.00,0.00,0.00,13.7,0.98,8.04,1.45,17.7,0.09,0.00,2.94,17.4,0.09,0.30,0.26,0.04,Matches
163,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,25-309,1995,9.0,36.1,33.1,3.00,0.44,0.22,7.11,1.67,4.56,1.56,0.89,0.44,0.22,20.7,6.89,8.56,6.33,24.4,2.00,1.00,0.44,24.8,0.11,0.56,1.56,1.67,Matches
164,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,31-163,1989,9.0,34.6,29.9,4.67,0.44,0.00,4.44,0.11,1.22,0.11,0.00,0.11,0.00,17.3,5.33,11.9,24.7,2.67,2.11,4.11,0.11,24.8,0.22,0.33,0.56,0.78,Matches
165,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,21-040,2000,1.1,50.9,47.3,3.64,0.91,0.00,5.45,1.82,0.91,0.00,0.00,0.00,0.00,36.4,6.36,8.18,0.91,45.5,2.73,1.82,0.00,40.0,0.00,1.82,4.55,0.00,Matches
166,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,19-270,2001,0.4,90.0,90.0,0.00,0.00,0.00,15.0,5.00,2.50,0.00,0.00,0.00,0.00,70.0,7.50,12.5,10.0,77.5,0.00,0.00,0.00,75.0,0.00,0.00,5.00,0.00,Matches
167,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,34-159,1986,7.9,25.2,24.4,0.76,0.00,0.00,6.08,0.13,0.38,0.00,0.00,0.00,0.00,15.9,5.95,3.29,17.1,3.67,1.52,0.25,1.27,19.0,0.00,0.00,1.52,0.89,Matches
168,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,23-052,1998,18.7,42.1,37.2,4.92,0.48,0.00,4.76,0.53,0.27,0.00,0.00,0.00,0.00,29.5,5.72,6.95,3.26,30.9,2.25,4.39,0.16,35.5,0.05,0.86,0.70,1.02,Matches
169,André Gomes\Andre-Gomes,pt POR,MF,Everton,27-221,1993,13.3,51.3,50.5,0.75,0.38,0.00,5.71,2.41,0.98,0.23,0.15,0.00,0.00,38.0,6.09,7.22,15.9,33.3,0.83,0.08,0.08,42.9,0.15,0.98,1.50,0.98,Matches
170,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,23-289,1997,6.6,80.8,79.5,1.21,1.21,0.00,9.85,4.24,0.00,0.00,0.00,0.00,0.00,61.8,5.00,13.9,5.76,67.6,4.70,0.00,0.00,72.9,0.15,1.21,0.15,0.30,Matches
171,Anthony Gordon\Anthony-Gordon,eng ENG,FWMF,Everton,20-012,2001,1.0,26.0,24.0,2.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,23.0,2.00,1.00,2.00,22.0,0.00,1.00,0.00,22.0,0.00,1.00,0.00,1.00,Matches
172,Karlan Grant\Karlan-Grant,eng ENG,FWMF,West Brom,23-171,1997,12.1,18.2,16.7,1.49,0.00,0.08,3.72,0.08,0.74,0.17,0.08,0.00,0.00,12.3,3.31,2.56,2.23,13.0,1.74,0.08,0.50,13.2,0.08,0.08,0.41,1.49,Matches
173,Demarai Gray\Demarai-Gray,eng ENG,FW,Leicester City,24-253,1996,0.2,60.0,60.0,0.00,0.00,0.00,10.0,5.00,5.00,0.00,0.00,0.00,0.00,50.0,5.00,5.00,0.00,60.0,0.00,0.00,0.00,35.0,0.00,5.00,0.00,15.0,Matches
